loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,pmrapos,pmraneg,pmdecpos,pmdecneg,tranmidpos,tranmidneg,orbperpos,orbperneg,trandurhpos,trandurhneg,trandepos,trandepneg,radepos,radeneg,insolpos,insolneg,eqtpos,eqtneg,tmagpos,tmagneg,distpos,distneg,teffpos,teffneg,radpos,radneg
1284,PC,-149.355,0.043,-0.043,0,-24.012,0.042,-0.042,0,2458711.967,0.000944,-0.000944,0,1.4923179,0.0000079,-0.0000079,0,1.1558314,0.3911067,-0.3911067,0,669.71826,79.03957,-79.03957,0,1.2607994,1.5026435,-1.5026435,0,84.6732757,0,0,0,773.6710387,0,0,0,10.8515,0.007,-0.007,0,37.066,0.04375,-0.04375,0,3577,157,-157,0,0.480553,0.0140953,-0.0140953,0,-149.312,-149.398,-23.97,-24.054,2458711.968,2458711.966,1.4923258,1.49231,1.5469381,0.7647247,748.75783,590.67869,2.7634429,-0.2418441,84.6732757,84.6732757,773.6710387,773.6710387,10.8585,10.8445,37.10975,37.02225,3734,3420,0.4946483,0.4664577
1285,PC,-149.355,0.043,-0.043,0,-24.012,0.042,-0.042,0,2458720.556,0.001497,-0.001497,0,9.3174113,0.0000228,-0.0000228,0,1.7011801,0.6083383,-0.6083383,0,1790.554621,168.6067,-168.6067,0,2.0623382,1.6071008,-1.6071008,0,7.3649163,0,0,0,420.1570972,0,0,0,10.8515,0.007,-0.007,0,37.066,0.04375,-0.04375,0,3577,157,-157,0,0.480553,0.0140953,-0.0140953,0,-149.312,-149.398,-23.97,-24.054,2458720.558,2458720.555,9.3174341,9.3173885,2.3095184,1.0928418,1959.161321,1621.947921,3.669439,0.4552374,7.3649163,7.3649163,420.1570972,420.1570972,10.8585,10.8445,37.10975,37.02225,3734,3420,0.4946483,0.4664577
1286,PC,18.57,0.05,-0.05,0,44.709,0.045,-0.045,0,2458335.989,0.003637,-0.003637,0,22.4586196,0.0000818,-0.0000818,0,7.1989719,0.5103982,-0.5103982,0,445.0003089,25.28392,-25.28392,0,2.1229458,0.5853561,-0.5853561,0,33.8973151,0,0,0,615.4050768,0,0,0,10.3539,0.006,-0.006,0,148.372,0.539,-0.539,0,5493,186,-186,0,0.978381,0.0512915,-0.0512915,0,18.62,18.52,44.754,44.664,2458335.993,2458335.986,22.4587014,22.4585378,7.7093701,6.6885737,470.2842289,419.7163889,2.7083019,1.5375897,33.8973151,33.8973151,615.4050768,615.4050768,10.3599,10.3479,148.911,147.833,5679,5307,1.0296725,0.9270895
1287,PC,-18.769,0.036,-0.036,0,64.767,0.05,-0.05,0,2458689.532,0.004544,-0.004544,0,63.5809449,0.0004494,-0.0004494,0,3.6561358,0.4726544,-0.4726544,0,1446.502964,168.50865,-168.50865,0,3.0597346,0.5072698,-0.5072698,0,3.1507778,0,0,0,339.8006415,0,0,0,11.4547,0.006,-0.006,0,141.436,0.449,-0.449,0,4868,119.716,-119.716,0,0.72252,0.046196,-0.046196,0,-18.733,-18.805,64.817,64.717,2458689.537,2458689.528,63.5813943,63.5804955,4.1287902,3.1834814,1615.011614,1277.994314,3.5670044,2.5524648,3.1507778,3.1507778,339.8006415,339.8006415,11.4607,11.4487,141.885,140.987,4987.716,4748.284,0.768716,0.676324
1288,CP,-111.988,0.042,-0.042,0,-31.78,0.042,-0.042,0,2459757.445,0.003454,-0.003454,0,10.5054362,0.0000215,-0.0000215,0,2.4850401,0.2296826,-0.2296826,0,1320.601625,66.876884,-66.876884,0,1.947929,0.3443212,-0.3443212,0,8.2567001,0,0,0,432.3359777,0,0,0,11.642,0.007,-0.007,0,62.3446,0.08335,-0.08335,0,3742,157,-157,0,0.515547,0.0153071,-0.0153071,0,-111.946,-112.03,-31.738,-31.822,2459757.448,2459757.441,10.5054577,10.5054147,2.7147227,2.2553575,1387.478509,1253.724741,2.2922502,1.6036078,8.2567001,8.2567001,432.3359777,432.3359777,11.649,11.635,62.42795,62.26125,3899,3585,0.5308541,0.5002399
1289,PC,-111.988,0.042,-0.042,0,-31.78,0.042,-0.042,0,2458686.966,0.002077,-0.002077,0,5.1097197,0.0000195,-0.0000195,0,1.6354976,0.2841462,-0.2841462,0,540.1814411,63.78863,-63.78863,0,1.3996848,0.2179084,-0.2179084,0,21.5855207,0,0,0,549.743853,0,0,0,11.642,0.007,-0.007,0,62.3446,0.08335,-0.08335,0,3742,157,-157,0,0.515547,0.0153071,-0.0153071,0,-111.946,-112.03,-31.738,-31.822,2458686.968,2458686.964,5.1097392,5.1097002,1.9196438,1.3513514,603.9700711,476.3928111,1.6175932,1.1817764,21.5855207,21.5855207,549.743853,549.743853,11.649,11.635,62.42795,62.26125,3899,3585,0.5308541,0.5002399
1290,PC,69.846,0.048,-0.048,0,-93.055,0.06,-0.06,0,2460444.154,0.003206,-0.003206,0,30.2004765,0.0001124,-0.0001124,0,4.517,1.176,-1.176,0,520,26.3148,-26.3148,0,2.6056,0.141332,-0.141332,0,33.1236,0,0,0,668,0,0,0,7.8206,0.006,-0.006,0,63.7194,0.11525,-0.11525,0,6004,117.657,-117.657,0,1.15,0.05,-0.05,0,69.894,69.798,-92.995,-93.115,2460444.157,2460444.15,30.2005889,30.2003641,5.693,3.341,546.3148,493.6852,2.746932,2.464268,33.1236,33.1236,668,668,7.8266,7.8146,63.83465,63.60415,6121.657,5886.343,1.2,1.1
1291,PC,25.806,0.044,-0.044,0,60.92,0.043,-0.043,0,2458695.868,0.003559,-0.003559,0,17.969639,0.0000835,-0.0000835,0,4.238817,0.2885806,-0.2885806,0,1231.038152,70.8589,-70.8589,0,3.0570342,0.3580759,-0.3580759,0,14.1574455,0,0,0,494.7274115,0,0,0,11.8737,0.006,-0.006,0,146.594,0.5245,-0.5245,0,4410,124.828,-124.828,0,0.767286,0.0642211,-0.0642211,0,25.85,25.762,60.963,60.877,2458695.871,2458695.864,17.9697225,17.9695555,4.5273976,3.9502364,1301.897052,1160.179252,3.4151101,2.6989583,14.1574455,14.1574455,494.7274115,494.7274115,11.8797,11.8677,147.1185,146.0695,4534.828,4285.172,0.8315071,0.7030649
1292,CP,47.717,0.041,-0.041,0,36.775,0.05,-0.05,0,2459652.834,0.007675,-0.007675,0,6.0784031,0.0000658,-0.0000658,0,2.117,0.376,-0.376,0,1810,8.91158,-8.91158,0,2.07448,0.16522,-0.16522,0,15.739,0,0,0,554,0,0,0,13.3257,0.007,-0.007,0,114.549,0.3405,-0.3405,0,3630,157,-157,0,0.47,0.01,-0.01,0,47.758,47.676,36.825,36.725,2459652.842,2459652.827,6.0784689,6.0783373,2.493,1.741,1818.91158,1801.08842,2.2397,1.90926,15.739,15.739,554,554,13.3327,13.3187,114.8895,114.2085,3787,3473,0.48,0.46
1293,FP,47.717,0.041,-0.041,0,36.775,0.05,-0.05,0,2458745.411,0.003461,-0.003461,0,8.1490285,0.0001847,-0.0001847,0,2.3210553,0.3841846,-0.3841846,0,2850.679511,246.58076,-246.58076,0,2.5781465,0.6007387,-0.6007387,0,8.990204,0,0,0,441.633629,0,0,0,13.3257,0.007,-0.007,0,114.549,0.3405,-0.3405,0,3630,157,-157,0,0.466766,0.0138789,-0.0138789,0,47.758,47.676,36.825,36.725,2458745.414,2458745.407,8.1492132,8.1488438,2.7052399,1.9368707,3097.260271,2604.098751,3.1788852,1.9774078,8.990204,8.990204,441.633629,441.633629,13.3327,13.3187,114.8895,114.2085,3787,3473,0.4806449,0.4528871
1294,PC,-33.703,0.047,-0.047,0,-40.063,0.059,-0.059,0,2458850.321,0.003494,-0.003494,0,0,0,0,0,6.7940415,0.3130823,-0.3130823,0,1885.160909,172.03181,-172.03181,0,3.4610442,0.497022,-0.497022,0,1.4046835,0,0,0,277.6606693,0,0,0,9.8499,0.006,-0.006,0,84.5772,0.23065,-0.23065,0,5134,126.158,-126.158,0,0.799051,0.0487588,-0.0487588,0,-33.656,-33.75,-40.004,-40.122,2458850.324,2458850.317,0,0,7.1071238,6.4809592,2057.192719,1713.129099,3.9580662,2.9640222,1.4046835,1.4046835,277.6606693,277.6606693,9.8559,9.8439,84.80785,84.34655,5260.158,5007.842,0.8478098,0.7502922
1295,PC,15.932,0.056,-0.056,0,63.447,0.046,-0.046,0,2459772.49,0.007737,-0.007737,0,41.7540004,0.0004176,-0.0004176,0,4.491,0.997,-0.997,0,820,71.1892,-71.1892,0,2.75297,0.201589,-0.201589,0,7.9761,0,0,0,468,0,0,0,11.316,0.006,-0.006,0,202.265,1.2415,-1.2415,0,5337,124.039,-124.039,0,0.91,0.05,-0.05,0,15.988,15.876,63.493,63.401,2459772.498,2459772.482,41.754418,41.7535828,5.488,3.494,891.1892,748.8108,2.954559,2.551381,7.9761,7.9761,468,468,11.322,11.31,203.5065,201.0235,5461.039,5212.961,0.96,0.86
1296,PC,15.932,0.056,-0.056,0,63.447,0.046,-0.046,0,2459662.483,0.009829,-0.009829,0,20.261655,0.0000931,-0.0000931,0,2.9685197,0.3882585,-0.3882585,0,612.9485468,54.577297,-54.577297,0,2.4206095,0.7309021,-0.7309021,0,30.2935939,0,0,0,598.3529678,0,0,0,11.316,0.006,-0.006,0,202.265,1.2415,-1.2415,0,5337,124.039,-124.039,0,0.914083,0.0509548,-0.0509548,0,15.988,15.876,63.493,63.401,2459662.492,2459662.473,20.2617481,20.2615619,3.3567782,2.5802612,667.5258438,558.3712498,3.1515116,1.6897074,30.2935939,30.2935939,598.3529678,598.3529678,11.322,11.31,203.5065,201.0235,5461.039,5212.961,0.9650378,0.8631282
1297,PC,-14.785,0.05,-0.05,0,-7.248,0.039,-0.039,0,2458709.129,0.011109,-0.011109,0,0,0,0,0,16.0960466,0.8324055,-0.8324055,0,548.082765,69.76123,-69.76123,0,2.2664482,0.4723192,-0.4723192,0,7.6309448,0,0,0,423.9008895,0,0,0,10.0537,0.006,-0.006,0,131.542,0.416,-0.416,0,5647,124.03,-124.03,0,0.953815,0.0489146,-0.0489146,0,-14.735,-14.835,-7.209,-7.287,2458709.14,2458709.118,0,0,16.9284521,15.2636411,617.843995,478.321535,2.7387674,1.794129,7.6309448,7.6309448,423.9008895,423.9008895,10.0597,10.0477,131.958,131.126,5771.03,5522.97,1.0027296,0.9049004
1298,CP,-18.935,0.044,-0.044,0,-1.971,0.055,-0.055,0,2459517.996,0.005186,-0.005186,0,124.72987,0.0005675,-0.0005675,0,7.2967692,0.2877209,-0.2877209,0,1781.916002,67.559074,-67.559074,0,3.5130935,0.4456943,-0.4456943,0,1.7337719,0,0,0,292.6629465,0,0,0,10.8812,0.006,-0.006,0,126.46,0.359,-0.359,0,4902,123.229,-123.229,0,0.831423,0.0533367,-0.0533367,0,-18.891,-18.979,-1.916,-2.026,2459518.001,2459517.991,124.7304375,124.7293025,7.5844901,7.0090483,1849.475076,1714.356928,3.9587878,3.0673992,1.7337719,1.7337719,292.6629465,292.6629465,10.8872,10.8752,126.819,126.101,5025.229,4778.771,0.8847597,0.7780863
1299,PC,0.484,0.044,-0.044,0,-3.654,0.038,-0.038,0,2459790.282,0.005033,-0.005033,0,49.9950015,0.0004592,-0.0004592,0,5.109,0.662,-0.662,0,1080,89.8372,-89.8372,0,2.65286,0.201283,-0.201283,0,5.92112,0,0,0,434,0,0,0,11.5509,0.006,-0.006,0,187.927,0.6635,-0.6635,0,5274.27,126.47,-126.47,0,0.78,0.05,-0.05,0,0.528,0.44,-3.616,-3.692,2459790.287,2459790.277,49.9954607,49.9945423,5.771,4.447,1169.8372,990.1628,2.854143,2.451577,5.92112,5.92112,434,434,11.5569,11.5449,188.5905,187.2635,5400.74,5147.8,0.83,0.73
1300,APC,-12.619,0.058,-0.058,0,-138.402,0.033,-0.033,0,2458325.885,0.000996,-0.000996,0,4.3794298,0.000007,-0.000007,0,1.6639354,0.3168304,-0.3168304,0,969.6957616,58.59707,-58.59707,0,2.3149088,1.9252915,-1.9252915,0,120.9359556,0,0,0,845.782334,0,0,0,10.8545,0.006,-0.006,0,113.387,0.2725,-0.2725,0,4892,179,-179,0,0.742779,0.0504774,-0.0504774,0,-12.561,-12.677,-138.369,-138.435,2458325.886,2458325.884,4.3794368,4.3794228,1.9807658,1.347105,1028.292832,911.0986916,4.2402003,0.3896173,120.9359556,120.9359556,845.782334,845.782334,10.8605,10.8485,113.6595,113.1145,5071,4713,0.7932564,0.6923016
1301,PC,-9.763,0.05,-0.05,0,33.89,0.049,-0.049,0,2458715.334,0.011393,-0.011393,0,230.92212,0.0152682,-0.0152682,0,15.8602661,0.9160727,-0.9160727,0,284.9247434,38.032257,-38.032257,0,3.6785805,0.9528093,-0.9528093,0,10.5095659,0,0,0,459.2148716,0,0,0,8.80613,0.006,-0.006,0,203.217,1.1105,-1.1105,0,6395,125.712,-125.712,0,2.1204,0.0945779,-0.0945779,0,-9.713,-9.813,33.939,33.841,2458715.345,2458715.322,230.9373882,230.9068518,16.7763388,14.9441934,322.9570004,246.8924864,4.6313898,2.7257712,10.5095659,10.5095659,459.2148716,459.2148716,8.81213,8.80013,204.3275,202.1065,6520.712,6269.288,2.2149779,2.0258221
1302,PC,12.042,0.063,-0.063,0,-74.434,0.054,-0.054,0,2458742.875,0.005435,-0.005435,0,177.2188871,0.0077568,-0.0077568,0,5.5590645,0.7114587,-0.7114587,0,294.429628,37.251976,-37.251976,0,2.0323111,1.1323239,-1.1323239,0,3.4452852,0,0,0,347.4769843,0,0,0,8.1529,0.006,-0.006,0,70.2105,0.13425,-0.13425,0,5809,121.651,-121.651,0,1.15025,0.0543668,-0.0543668,0,12.105,11.979,-74.38,-74.488,2458742.88,2458742.869,177.2266439,177.2111303,6.2705232,4.8476058,331.681604,257.177652,3.164635,0.8999872,3.4452852,3.4452852,347.4769843,347.4769843,8.1589,8.1469,70.34475,70.07625,5930.651,5687.349,1.2046168,1.0958832
1303,PC,95.843,0.044,-0.044,0,-29.282,0.047,-0.047,0,2458740.668,0.002049,-0.002049,0,4.3032642,0.0000131,-0.0000131,0,2.5737232,0.2481602,-0.2481602,0,710.7656808,57.577896,-57.577896,0,2.66568,0.201109,-0.201109,0,195.793,0,0,0,1042,0,0,0,10.6375,0.006,-0.006,0,176.759,1.008,-1.008,0,5468.73,114.582,-114.582,0,1.05,0.05,-0.05,0,95.887,95.799,-29.235,-29.329,2458740.67,2458740.666,4.3032773,4.3032511,2.8218834,2.325563,768.3435768,653.1877848,2.866789,2.464571,195.793,195.793,1042,1042,10.6435,10.6315,177.767,175.751,5583.312,5354.148,1.1,1
1304,PC,-36.894,0.043,-0.043,0,55.129,0.046,-0.046,0,2458751.624,0.003413,-0.003413,0,53.8108713,0.0002349,-0.0002349,0,4.2655099,0.4254017,-0.4254017,0,965.1696621,64.578354,-64.578354,0,2.2249096,1.1120877,-1.1120877,0,3.0646979,0,0,0,337.4556203,0,0,0,10.6699,0.006,-0.006,0,82.7982,0.1586,-0.1586,0,4455,125.547,-125.547,0,0.730261,0.0598493,-0.0598493,0,-36.851,-36.937,55.175,55.083,2458751.627,2458751.621,53.8111062,53.8106364,4.6909116,3.8401082,1029.748016,900.5913081,3.3369973,1.1128219,3.0646979,3.0646979,337.4556203,337.4556203,10.6759,10.6639,82.9568,82.6396,4580.547,4329.453,0.7901103,0.6704117
1305,PC,-55.269,0.063,-0.063,0,0.038,0.079,-0.079,0,2458691.319,0.001444,-0.001444,0,18.7931749,0.0000384,-0.0000384,0,1.09889,0.3258055,-0.3258055,0,1844.698547,175.24152,-175.24152,0,1.7151271,0.6854407,-0.6854407,0,1.8563658,0,0,0,297.7046646,0,0,0,12.2669,0.007,-0.007,0,50.0248,0.0837,-0.0837,0,3457,157,-157,0,0.376775,0.0112267,-0.0112267,0,-55.206,-55.332,0.117,-0.041,2458691.321,2458691.318,18.7932133,18.7931365,1.4246955,0.7730845,2019.940067,1669.457027,2.4005678,1.0296864,1.8563658,1.8563658,297.7046646,297.7046646,12.2739,12.2599,50.1085,49.9411,3614,3300,0.3880017,0.3655483
1306,CP,203.44,0.048,-0.048,0,-21.318,0.047,-0.047,0,2458692.8,0.001919,-0.001919,0,17.664866,0.000048,-0.000048,0,2.7644951,0.3830053,-0.3830053,0,736.3925122,50.7959,-50.7959,0,1.2984859,0.4881291,-0.4881291,0,3.5982457,0,0,0,351.2711274,0,0,0,11.0788,0.007,-0.007,0,41.9176,0.05,-0.05,0,3746,157,-157,0,0.463205,0.0135918,-0.0135918,0,203.488,203.392,-21.271,-21.365,2458692.802,2458692.798,17.664914,17.664818,3.1475004,2.3814898,787.1884122,685.5966122,1.786615,0.8103568,3.5982457,3.5982457,351.2711274,351.2711274,11.0858,11.0718,41.9676,41.8676,3903,3589,0.4767968,0.4496132
1307,CP,203.44,0.048,-0.048,0,-21.318,0.047,-0.047,0,2458704.29,0.002405,-0.002405,0,28.1722501,0.0000885,-0.0000885,0,3.3983448,0.4080095,-0.4080095,0,950.5653623,57.165684,-57.165684,0,1.4475246,0.5186841,-0.5186841,0,1.9311199,0,0,0,300.6575117,0,0,0,11.0788,0.007,-0.007,0,41.9176,0.05,-0.05,0,3746,157,-157,0,0.463205,0.0135918,-0.0135918,0,203.488,203.392,-21.271,-21.365,2458704.293,2458704.288,28.1723386,28.1721616,3.8063543,2.9903353,1007.731046,893.3996783,1.9662087,0.9288405,1.9311199,1.9311199,300.6575117,300.6575117,11.0858,11.0718,41.9676,41.8676,3903,3589,0.4767968,0.4496132
1308,CP,-26.044,0.076,-0.076,0,-75.114,0.094,-0.094,0,2459601.846,0.003113,-0.003113,0,3.1190716,0.0000129,-0.0000129,0,1.1585974,0.1684635,-0.1684635,0,2964.582891,503.0731,-503.0731,0,1.6229796,0.2075826,-0.2075826,0,10.0845871,0,0,0,454.5004101,0,0,0,13.4764,0.007,-0.007,0,48.4809,0.098,-0.098,0,3285,157,-157,0,0.247331,0.0073474,-0.0073474,0,-25.968,-26.12,-75.02,-75.208,2459601.849,2459601.843,3.1190845,3.1190587,1.3270609,0.9901339,3467.655991,2461.509791,1.8305622,1.415397,10.0845871,10.0845871,454.5004101,454.5004101,13.4834,13.4694,48.5789,48.3829,3442,3128,0.2546784,0.2399836
1309,CP,-26.044,0.076,-0.076,0,-75.114,0.094,-0.094,0,2458687.538,0.001196,-0.001196,0,6.3878202,0.000014,-0.000014,0,1.4551851,0.1603285,-0.1603285,0,5857.01647,425.97147,-425.97147,0,2.041471,0.1852531,-0.1852531,0,3.8775285,0,0,0,357.8973634,0,0,0,13.4764,0.007,-0.007,0,48.4809,0.098,-0.098,0,3285,157,-157,0,0.247331,0.0073474,-0.0073474,0,-25.968,-26.12,-75.02,-75.208,2458687.539,2458687.537,6.3878342,6.3878062,1.6155136,1.2948566,6282.98794,5431.045,2.2267241,1.8562179,3.8775285,3.8775285,357.8973634,357.8973634,13.4834,13.4694,48.5789,48.3829,3442,3128,0.2546784,0.2399836
1310,FP,-29.674,0.043,-0.043,0,13.444,0.042,-0.042,0,2458712.393,0.002287,-0.002287,0,1.7890217,0.0000363,-0.0000363,0,1.9190564,0.4334371,-0.4334371,0,391.6251669,41.727295,-41.727295,0,1.6741803,1.1330742,-1.1330742,0,554.8261181,0,0,0,1237.824214,0,0,0,11.6685,0.006,-0.006,0,198.345,0.7935,-0.7935,0,5264,133.906,-133.906,0,0.791524,0.0447689,-0.0447689,0,-29.631,-29.717,13.486,13.402,2458712.395,2458712.391,1.789058,1.7889854,2.3524935,1.4856193,433.3524619,349.8978719,2.8072545,0.5411061,554.8261181,554.8261181,1237.824214,1237.824214,11.6745,11.6625,199.1385,197.5515,5397.906,5130.094,0.8362929,0.7467551
1311,PC,13.667,0.06,-0.06,0,-20.542,0.077,-0.077,0,2458756.674,0.007979,-0.007979,0,0,0,0,0,12.4131426,0.5851362,-0.5851362,0,230.8387014,27.625998,-27.625998,0,2.4661884,0.3647983,-0.3647983,0,13.8234959,0,0,0,491.7838032,0,0,0,8.20773,0.006,-0.006,0,148.944,0.669,-0.669,0,7788,126.105,-126.105,0,1.5457799,0.0435377,-0.0435377,0,13.727,13.607,-20.465,-20.619,2458756.682,2458756.666,0,0,12.9982788,11.8280064,258.4646994,203.2127034,2.8309867,2.1013901,13.8234959,13.8234959,491.7838032,491.7838032,8.21373,8.20173,149.613,148.275,7914.105,7661.895,1.5893176,1.5022422
1312,FP,13.957,0.037,-0.037,0,64.235,0.04,-0.04,0,2459626.67,0.004069,-0.004069,0,19.5078657,0.0001229,-0.0001229,0,4.603,0.754,-0.754,0,1770,17.4455,-17.4455,0,3.92839,0.454226,-0.454226,0,61.4917,0,0,0,780,0,0,0,11.2011,0.006,-0.006,0,95.3985,0.1655,-0.1655,0,4316,115.142,-115.142,0,0.71,0.06,-0.06,0,13.994,13.92,64.275,64.195,2459626.674,2459626.666,19.5079886,19.5077428,5.357,3.849,1787.4455,1752.5545,4.382616,3.474164,61.4917,61.4917,780,780,11.2071,11.1951,95.564,95.233,4431.142,4200.858,0.77,0.65
1313,PC,80.456,0.078,-0.078,0,-139.153,0.114,-0.114,0,2459338.993,0.004373,-0.004373,0,9.0105414,0.0000094,-0.0000094,0,1.8443264,0.1136389,-0.1136389,0,4125.0713,102.422775,-102.422775,0,2.1513682,0.2008962,-0.2008962,0,3.3568205,0,0,0,345.2246743,0,0,0,12.5395,0.008,-0.008,0,42.8091,0.09895,-0.09895,0,3275,0,0,0,0.330146,0.0099659,-0.0099659,0,80.534,80.378,-139.039,-139.267,2459338.997,2459338.989,9.0105508,9.010532,1.9579653,1.7306875,4227.494075,4022.648525,2.3522644,1.950472,3.3568205,3.3568205,345.2246743,345.2246743,12.5475,12.5315,42.90805,42.71015,3275,3275,0.3401119,0.3201801
1314,PC,-48.068,0.042,-0.042,0,3.251,0.041,-0.041,0,2459605.64,0.00391,-0.00391,0,23.6573994,0.0000807,-0.0000807,0,2.308778,0.2835642,-0.2835642,0,1180.935057,72.99173,-72.99173,0,3.0681221,0.7170393,-0.7170393,0,23.5564568,0,0,0,561.884745,0,0,0,10.8676,0.006,-0.006,0,163.982,0.6435,-0.6435,0,5535,122.408,-122.408,0,0.846615,0.0426985,-0.0426985,0,-48.026,-48.11,3.292,3.21,2459605.644,2459605.636,23.6574801,23.6573187,2.5923422,2.0252138,1253.926787,1107.943327,3.7851614,2.3510828,23.5564568,23.5564568,561.884745,561.884745,10.8736,10.8616,164.6255,163.3385,5657.408,5412.592,0.8893135,0.8039165
1315,PC,12.459,0.037,-0.037,0,-38.062,0.044,-0.044,0,2458690.417,0.001483,-0.001483,0,9.0753271,0.0000193,-0.0000193,0,3.6156842,0.1871957,-0.1871957,0,586.9172699,25.177786,-25.177786,0,2.5831328,0.3101369,-0.3101369,0,122.8680194,0,0,0,849.1403218,0,0,0,10.6397,0.006,-0.006,0,178.427,0.591,-0.591,0,5619,133.1,-133.1,0,0.997589,0.0532186,-0.0532186,0,12.496,12.422,-38.018,-38.106,2458690.418,2458690.415,9.0753464,9.0753078,3.8028799,3.4284885,612.0950559,561.7394839,2.8932697,2.2729959,122.8680194,122.8680194,849.1403218,849.1403218,10.6457,10.6337,179.018,177.836,5752.1,5485.9,1.0508076,0.9443704
1316,PC,-11.609,0.046,-0.046,0,-36.14,0.048,-0.048,0,2458687.584,0.001494,-0.001494,0,6.7060238,0.0000181,-0.0000181,0,1.6782365,0.2638103,-0.2638103,0,542.9365808,45.642166,-45.642166,0,2.12647,0.4621417,-0.4621417,0,100.7791488,0,0,0,808.0950027,0,0,0,11.4106,0.006,-0.006,0,183.737,0.6945,-0.6945,0,5292,125.791,-125.791,0,0.807811,0.0452136,-0.0452136,0,-11.563,-11.655,-36.092,-36.188,2458687.585,2458687.582,6.7060419,6.7060057,1.9420468,1.4144262,588.5787468,497.2944148,2.5886117,1.6643283,100.7791488,100.7791488,808.0950027,808.0950027,11.4166,11.4046,184.4315,183.0425,5417.791,5166.209,0.8530246,0.7625974
1317,PC,-11.609,0.046,-0.046,0,-36.14,0.048,-0.048,0,2459958.471,0.019503,-0.019503,0,0,0,0,0,3.3394704,1.8047165,-1.8047165,0,1474.534083,186.51894,-186.51894,0,3.219425,3.801444,-3.801444,0,0.4927756,0,0,0,213.6889395,0,0,0,11.4106,0.006,-0.006,0,183.737,0.6945,-0.6945,0,5292,125.791,-125.791,0,0.807811,0.0452136,-0.0452136,0,-11.563,-11.655,-36.092,-36.188,2459958.49,2459958.451,0,0,5.1441869,1.5347539,1661.053023,1288.015143,7.020869,-0.582019,0.4927756,0.4927756,213.6889395,213.6889395,11.4166,11.4046,184.4315,183.0425,5417.791,5166.209,0.8530246,0.7625974
1318,PC,-77.706,0.041,-0.041,0,15.186,0.046,-0.046,0,2459663.747,0.006218,-0.006218,0,2.6620728,0.0000119,-0.0000119,0,1.7235054,0.1636016,-0.1636016,0,220.9994213,20.053398,-20.053398,0,1.2172175,0.9033179,-0.9033179,0,267.4349792,0,0,0,1031.393291,0,0,0,10.3366,0.006,-0.006,0,95.5156,0.1938,-0.1938,0,4884,123.5,-123.5,0,0.799716,0.0531859,-0.0531859,0,-77.665,-77.747,15.232,15.14,2459663.753,2459663.741,2.6620847,2.6620609,1.887107,1.5599038,241.0528193,200.9460233,2.1205354,0.3138996,267.4349792,267.4349792,1031.393291,1031.393291,10.3426,10.3306,95.7094,95.3218,5007.5,4760.5,0.8529019,0.7465301
1319,PC,-77.706,0.041,-0.041,0,15.186,0.046,-0.046,0,2458697.682,0.006387,-0.006387,0,20.2926468,0.0001656,-0.0001656,0,3.7402567,0.4682981,-0.4682981,0,319.9395199,37.72366,-37.72366,0,1.7004976,0.2695093,-0.2695093,0,17.826244,0,0,0,524.0644631,0,0,0,10.3366,0.006,-0.006,0,95.5156,0.1938,-0.1938,0,4884,123.5,-123.5,0,0.799716,0.0531859,-0.0531859,0,-77.665,-77.747,15.232,15.14,2458697.689,2458697.676,20.2928124,20.2924812,4.2085548,3.2719586,357.6631799,282.2158599,1.9700069,1.4309883,17.826244,17.826244,524.0644631,524.0644631,10.3426,10.3306,95.7094,95.3218,5007.5,4760.5,0.8529019,0.7465301
1320,PC,-88.917,0.037,-0.037,0,-132.175,0.035,-0.035,0,2460336.161,0.003143,-0.003143,0,3.2723118,0.0000094,-0.0000094,0,1.815,0.243,-0.243,0,464,26.1257,-26.1257,0,1.46772,0.109967,-0.109967,0,133.517,0,0,0,947,0,0,0,10.0556,0.006,-0.006,0,76.7418,0.1274,-0.1274,0,4907,121.6,-121.6,0,0.72,0.05,-0.05,0,-88.88,-88.954,-132.14,-132.21,2460336.164,2460336.158,3.2723212,3.2723024,2.058,1.572,490.1257,437.8743,1.577687,1.357753,133.517,133.517,947,947,10.0616,10.0496,76.8692,76.6144,5028.6,4785.4,0.77,0.67
