loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,pmrapos,pmraneg,pmdecpos,pmdecneg,tranmidpos,tranmidneg,orbperpos,orbperneg,trandurhpos,trandurhneg,trandepos,trandepneg,radepos,radeneg,insolpos,insolneg,eqtpos,eqtneg,tmagpos,tmagneg,distpos,distneg,teffpos,teffneg,radpos,radneg
2656,PC,12.568,0.045,-0.045,0,2.348,0.05,-0.05,0,2459063.354,0.001526,-0.001526,0,4.4781603,0.0000102,-0.0000102,0,1.5774426,0.1450256,-0.1450256,0,4339.834545,436.44336,-436.44336,0,9.2972393,0.8076569,-0.8076569,0,571.7432004,0,0,0,1247.153764,0,0,0,12.7703,0.006,-0.006,0,659.967,14.1285,-14.1285,0,6074,133.7,-133.7,0,1.20333,0.0626834,-0.0626834,0,12.613,12.523,2.398,2.298,2459063.356,2459063.353,4.4781705,4.4781501,1.7224682,1.432417,4776.277905,3903.391185,10.1048962,8.4895824,571.7432004,571.7432004,1247.153764,1247.153764,12.7763,12.7643,674.0955,645.8385,6207.7,5940.3,1.2660134,1.1406466
2657,PC,-4.697,0.036,-0.036,0,2.733,0.039,-0.039,0,2459054.05,0.003308,-0.003308,0,3.8348994,0.0000451,-0.0000451,0,3.138,0.357,-0.357,0,4600,4.82731,-4.82731,0,10.5061,0,0,0,559.599,0,0,0,1354,0,0,0,13.0099,0.006,-0.006,0,793.087,14.1435,-14.1435,0,5849.3,162.9,-162.9,0,1.56,0,0,0,-4.661,-4.733,2.772,2.694,2459054.053,2459054.046,3.8349445,3.8348543,3.495,2.781,4604.82731,4595.17269,10.5061,10.5061,559.599,559.599,1354,1354,13.0159,13.0039,807.2305,778.9435,6012.2,5686.4,1.56,1.56
2658,PC,-7.266,0.142,-0.142,0,-17.299,0.091,-0.091,0,2459052.424,0.003886,-0.003886,0,9.3108074,0.0001245,-0.0001245,0,5.27,0.379,-0.379,0,2860,1.81506,-1.81506,0,10.1812,0.583801,-0.583801,0,336.791,0,0,0,1193,0,0,0,11.1165,0.006,-0.006,0,467.976,14.311,-14.311,0,6243,130,-130,0,1.89,0.1,-0.1,0,-7.124,-7.408,-17.208,-17.39,2459052.428,2459052.42,9.3109319,9.3106829,5.649,4.891,2861.81506,2858.18494,10.765001,9.597399,336.791,336.791,1193,1193,11.1225,11.1105,482.287,453.665,6373,6113,1.99,1.79
2659,APC,8.125,0.065,-0.065,0,-7.296,0.047,-0.047,0,2459056.307,0.001266,-0.001266,0,2.9478339,0.0000153,-0.0000153,0,2.205,0.168,-0.168,0,5030,1677.88,-1677.88,0,18.9265,6.14706,-6.14706,0,2791.77,0,0,0,2025,0,0,0,11.7212,0.006,-0.006,0,470.939,8.2225,-8.2225,0,6296,133.6,-133.6,0,1.35,0.07,-0.07,0,8.19,8.06,-7.249,-7.343,2459056.308,2459056.305,2.9478492,2.9478186,2.373,2.037,6707.88,3352.12,25.07356,12.77944,2791.77,2791.77,2025,2025,11.7272,11.7152,479.1615,462.7165,6429.6,6162.4,1.42,1.28
2660,PC,13.055,0.055,-0.055,0,-12.001,0.045,-0.045,0,2459055.629,0.00087,-0.00087,0,3.502221,0.0000107,-0.0000107,0,2.911,0.122,-0.122,0,13290,4.23056,-4.23056,0,14.1347,0.772629,-0.772629,0,533.699,0,0,0,1339,0,0,0,12.4005,0.006,-0.006,0,527.005,11.188,-11.188,0,5983,126.1,-126.1,0,1.21,0.06,-0.06,0,13.11,13,-11.956,-12.046,2459055.63,2459055.629,3.5022317,3.5022103,3.033,2.789,13294.23056,13285.76944,14.907329,13.362071,533.699,533.699,1339,1339,12.4065,12.3945,538.193,515.817,6109.1,5856.9,1.27,1.15
2661,PC,-3.055,0.083,-0.083,0,4.031,0.055,-0.055,0,2459059.423,0.002331,-0.002331,0,0.8102219,0.0000062,-0.0000062,0,0.737,0.365,-0.365,0,820,16.982,-16.982,0,7.01523,0.987824,-0.987824,0,1338.85,0,0,0,1685,0,0,0,11.0125,0.006,-0.006,0,511.737,13.9855,-13.9855,0,6329,129.7,-129.7,0,2.03,0.1,-0.1,0,-2.972,-3.138,4.086,3.976,2459059.426,2459059.421,0.8102281,0.8102157,1.102,0.372,836.982,803.018,8.003054,6.027406,1338.85,1338.85,1685,1685,11.0185,11.0065,525.7225,497.7515,6458.7,6199.3,2.13,1.93
2662,PC,2.341,0.042,-0.042,0,-0.123,0.023,-0.023,0,2459058.995,0.001139,-0.001139,0,2.7022764,0.0000107,-0.0000107,0,2.856,0.213,-0.213,0,11200,3.34068,-3.34068,0,15.3559,0.811737,-0.811737,0,925.842,0,0,0,1536,0,0,0,12.6771,0.006,-0.006,0,614.218,8.5885,-8.5885,0,5969,137.3,-137.3,0,1.43,0.07,-0.07,0,2.383,2.299,-0.1,-0.146,2459058.996,2459058.994,2.7022871,2.7022657,3.069,2.643,11203.34068,11196.65932,16.167637,14.544163,925.842,925.842,1536,1536,12.6831,12.6711,622.8065,605.6295,6106.3,5831.7,1.5,1.36
2663,PC,1.101,0.043,-0.043,0,-20.222,0.025,-0.025,0,2459060.316,0.000719,-0.000719,0,2.0325685,0.0000051,-0.0000051,0,1.312,0.167,-0.167,0,18260,10.2883,-10.2883,0,11.846,0.831526,-0.831526,0,175.933,0,0,0,1014,0,0,0,12.926,0.006,-0.006,0,312.259,2.2885,-2.2885,0,4950,128.1,-128.1,0,0.85,0.06,-0.06,0,1.144,1.058,-20.197,-20.247,2459060.317,2459060.315,2.0325736,2.0325634,1.479,1.145,18270.2883,18249.7117,12.677526,11.014474,175.933,175.933,1014,1014,12.932,12.92,314.5475,309.9705,5078.1,4821.9,0.91,0.79
2664,PC,2.017,0.045,-0.045,0,-2.999,0.038,-0.038,0,2459055.336,0.001183,-0.001183,0,2.7176413,0.000012,-0.000012,0,3.285,0.151,-0.151,0,12100,2.45352,-2.45352,0,17.2275,0,0,0,1649.78,0,0,0,1775,0,0,0,13.0201,0.006,-0.006,0,988.609,24.867,-24.867,0,6567,122,-122,0,1.52,0,0,0,2.062,1.972,-2.961,-3.037,2459055.337,2459055.335,2.7176533,2.7176293,3.436,3.134,12102.45352,12097.54648,17.2275,17.2275,1649.78,1649.78,1775,1775,13.0261,13.0141,1013.476,963.742,6689,6445,1.52,1.52
2665,PC,-6.522,0.054,-0.054,0,-20.114,0.036,-0.036,0,2459057.731,0.000443,-0.000443,0,1.4338615,0.0000023,-0.0000023,0,1.61,0.065,-0.065,0,31360,8.1561,-8.1561,0,12.3818,0.429787,-0.429787,0,158.892,0,0,0,989,0,0,0,13.2956,0.009,-0.009,0,200.5,1.5505,-1.5505,0,3913,157,-157,0,0.67,0.02,-0.02,0,-6.468,-6.576,-20.078,-20.15,2459057.731,2459057.73,1.4338638,1.4338592,1.675,1.545,31368.1561,31351.8439,12.811587,11.952013,158.892,158.892,989,989,13.3046,13.2866,202.0505,198.9495,4070,3756,0.69,0.65
2666,PC,2.139,0.046,-0.046,0,-2.323,0.043,-0.043,0,2459059.528,0.002423,-0.002423,0,1.4259934,0.0000123,-0.0000123,0,1.434,0.261,-0.261,0,4670,12.1058,-12.1058,0,12.6369,0.957302,-0.957302,0,910.147,0,0,0,1530,0,0,0,12.8999,0.008,-0.008,0,915.052,24.3165,-24.3165,0,5955,133,-133,0,1.75,0.09,-0.09,0,2.185,2.093,-2.28,-2.366,2459059.53,2459059.525,1.4260057,1.4259811,1.695,1.173,4682.1058,4657.8942,13.594202,11.679598,910.147,910.147,1530,1530,12.9079,12.8919,939.3685,890.7355,6088,5822,1.84,1.66
2667,CP,52.133,0.117,-0.117,0,5.002,0.082,-0.082,0,2459090.797,0.001934,-0.001934,0,5.7042858,0.0000185,-0.0000185,0,4.061264,0.4964957,-0.4964957,0,940.986289,53.571136,-53.571136,0,5.0247868,1.8882914,-1.8882914,0,576.8749367,0,0,0,1249.942881,0,0,0,10.6929,0.007,-0.007,0,284.388,4.186,-4.186,0,5560.5,123.1,-123.1,0,1.61148,0.0831859,-0.0831859,0,52.25,52.016,5.084,4.92,2459090.799,2459090.795,5.7043043,5.7042673,4.5577597,3.5647683,994.557425,887.415153,6.9130782,3.1364954,576.8749367,576.8749367,1249.942881,1249.942881,10.6999,10.6859,288.574,280.202,5683.6,5437.4,1.6946659,1.5282941
2668,FP,12.969,0.072,-0.072,0,-40.915,0.065,-0.065,0,2459059.767,0.001753,-0.001753,0,3.910946,0.000029,-0.000029,0,3.28,0.323,-0.323,0,5210,2.77136,-2.77136,0,10.6878,0.617883,-0.617883,0,497.733,0,0,0,1315,0,0,0,11.3612,0.006,-0.006,0,369.444,5.37,-5.37,0,5642,132,-132,0,1.54,0.08,-0.08,0,13.041,12.897,-40.85,-40.98,2459059.769,2459059.766,3.910975,3.910917,3.603,2.957,5212.77136,5207.22864,11.305683,10.069917,497.733,497.733,1315,1315,11.3672,11.3552,374.814,364.074,5774,5510,1.62,1.46
2669,PC,-0.715,3.112,-3.112,0,-17.382,3.112,-3.112,0,2458672.602,0.002074,-0.002074,0,9.0653768,0.0020656,-0.0020656,0,2.062,0.277,-0.277,0,8550,17.5968,-17.5968,0,9.03928,0,0,0,27.2384,0,0,0,0,0,0,0,12.7602,0.006,-0.006,0,363.935,0,0,0,5302,0,0,0,0.95,0,0,0,2.397,-3.827,-14.27,-20.494,2458672.604,2458672.6,9.0674424,9.0633112,2.339,1.785,8567.5968,8532.4032,9.03928,9.03928,27.2384,27.2384,0,0,12.7662,12.7542,363.935,363.935,5302,5302,0.95,0.95
2670,PC,2.332,0.03,-0.03,0,-14.813,0.03,-0.03,0,2460099.805,0.00318,-0.00318,0,4.2545208,0.0004338,-0.0004338,0,4.3764889,0.2594821,-0.2594821,0,9168.779167,384.16196,-384.16196,0,13.8532978,0.9229758,-0.9229758,0,718.999383,0,0,0,1320.693009,0,0,0,13.3827,0.006,-0.006,0,894.68,19.0745,-19.0745,0,5674,122,-122,0,1.43536,0,0,0,2.362,2.302,-14.783,-14.843,2460099.809,2460099.802,4.2549546,4.254087,4.635971,4.1170068,9552.941127,8784.617207,14.7762736,12.930322,718.999383,718.999383,1320.693009,1320.693009,13.3887,13.3767,913.7545,875.6055,5796,5552,1.43536,1.43536
2671,PC,0.105,0.032,-0.032,0,1.607,0.031,-0.031,0,2458679.954,0.004126,-0.004126,0,2.589659,0.0008789,-0.0008789,0,3.385,0.274,-0.274,0,7430,5.66874,-5.66874,0,14.9823,0,0,0,2190.57,0,0,0,1905,0,0,0,13.1675,0.006,-0.006,0,1270.93,48.825,-48.825,0,6650,122,-122,0,1.75,0,0,0,0.137,0.073,1.638,1.576,2458679.958,2458679.95,2.5905379,2.5887801,3.659,3.111,7435.66874,7424.33126,14.9823,14.9823,2190.57,2190.57,1905,1905,13.1735,13.1615,1319.755,1222.105,6772,6528,1.75,1.75
2672,PC,-26.085,1.164,-1.164,0,20.932,1.164,-1.164,0,2458680.361,0.001507,-0.001507,0,2.5658729,0.0002602,-0.0002602,0,2.425,0.152,-0.152,0,10050,4.36992,-4.36992,0,14.4803,0.641276,-0.641276,0,351.223,0,0,0,1206,0,0,0,11.481,0.02,-0.02,0,286.439,0,0,0,5003,95.2,-95.2,0,1.39,0.05,-0.05,0,-24.921,-27.249,22.096,19.768,2458680.362,2458680.359,2.5661331,2.5656127,2.577,2.273,10054.36992,10045.63008,15.121576,13.839024,351.223,351.223,1206,1206,11.501,11.461,286.439,286.439,5098.2,4907.8,1.44,1.34
2673,PC,5.638,0.036,-0.036,0,-6.194,0.033,-0.033,0,2458676.06,0.003736,-0.003736,0,3.4379994,0.0010391,-0.0010391,0,3.855,0.304,-0.304,0,8370,10.1677,-10.1677,0,13.3167,0,0,0,1192.84,0,0,0,1637,0,0,0,13.2972,0.006,-0.006,0,981.113,32.8755,-32.8755,0,6193,123,-123,0,1.44,0,0,0,5.674,5.602,-6.161,-6.227,2458676.063,2458676.056,3.4390385,3.4369603,4.159,3.551,8380.1677,8359.8323,13.3167,13.3167,1192.84,1192.84,1637,1637,13.3032,13.2912,1013.9885,948.2375,6316,6070,1.44,1.44
2674,PC,-2.528,0.048,-0.048,0,-27.372,0.042,-0.042,0,2458678.205,0.003029,-0.003029,0,5.9493696,0.0012285,-0.0012285,0,3.678,0.276,-0.276,0,10370,7.23767,-7.23767,0,11.8844,0.715727,-0.715727,0,235.266,0,0,0,1091,0,0,0,12.3726,0.006,-0.006,0,437.919,6.7155,-6.7155,0,5590,131.1,-131.1,0,1.15,0.06,-0.06,0,-2.48,-2.576,-27.33,-27.414,2458678.208,2458678.202,5.9505981,5.9481411,3.954,3.402,10377.23767,10362.76233,12.600127,11.168673,235.266,235.266,1091,1091,12.3786,12.3666,444.6345,431.2035,5721.1,5458.9,1.21,1.09
2675,PC,1.603,0.024,-0.024,0,-10.312,0.032,-0.032,0,2459382.028,0.001564,-0.001564,0,3.9349141,0.0000118,-0.0000118,0,4.189,0.135,-0.135,0,7660,2.04432,-2.04432,0,14.3155,0,0,0,1051.8,0,0,0,1586,0,0,0,13.0197,0.006,-0.006,0,900.488,13.085,-13.085,0,6200,122,-122,0,1.61,0,0,0,1.627,1.579,-10.28,-10.344,2459382.03,2459382.026,3.9349259,3.9349023,4.324,4.054,7662.04432,7657.95568,14.3155,14.3155,1051.8,1051.8,1586,1586,13.0257,13.0137,913.573,887.403,6322,6078,1.61,1.61
2676,PC,5.877,0.036,-0.036,0,-11.07,0.049,-0.049,0,2459388.725,0.000643,-0.000643,0,3.0537856,0.0000047,-0.0000047,0,1.731,0.245,-0.245,0,12440,20.1009,-20.1009,0,17.9453,1.11704,-1.11704,0,583.27,0,0,0,1369,0,0,0,12.2415,0.006,-0.006,0,588.129,9.8475,-9.8475,0,6103,128.1,-128.1,0,1.46,0.07,-0.07,0,5.913,5.841,-11.021,-11.119,2459388.726,2459388.724,3.0537903,3.0537809,1.976,1.486,12460.1009,12419.8991,19.06234,16.82826,583.27,583.27,1369,1369,12.2475,12.2355,597.9765,578.2815,6231.1,5974.9,1.53,1.39
2677,PC,7.908,0.043,-0.043,0,-6.263,0.043,-0.043,0,2458676.816,0.005344,-0.005344,0,2.9264345,0.001539,-0.001539,0,3.182,0.417,-0.417,0,7890,20.24,-20.24,0,6.98436,0,0,0,557.455,0,0,0,1353,0,0,0,13.3888,0.006,-0.006,0,417.019,4.458,-4.458,0,5121,122,-122,0,0.8,0,0,0,7.951,7.865,-6.22,-6.306,2458676.822,2458676.811,2.9279735,2.9248955,3.599,2.765,7910.24,7869.76,6.98436,6.98436,557.455,557.455,1353,1353,13.3948,13.3828,421.477,412.561,5243,4999,0.8,0.8
2678,PC,25.159,0.045,-0.045,0,-36.495,0.036,-0.036,0,2459091.764,0.000445,-0.000445,0,4.2794669,0.0000031,-0.0000031,0,2.4641339,0.0788265,-0.0788265,0,17011.27986,296.66782,-296.66782,0,9.0099926,0.874558,-0.874558,0,74.8950024,0,0,0,750.296567,0,0,0,12.8696,0.006,-0.006,0,200.326,1.5575,-1.5575,0,4314,123.7,-123.7,0,0.703041,0.061892,-0.061892,0,25.204,25.114,-36.459,-36.531,2459091.764,2459091.763,4.27947,4.2794638,2.5429604,2.3853074,17307.94768,16714.61204,9.8845506,8.1354346,74.8950024,74.8950024,750.296567,750.296567,12.8756,12.8636,201.8835,198.7685,4437.7,4190.3,0.764933,0.641149
2679,PC,-10.073,0.031,-0.031,0,-18.396,0.036,-0.036,0,2459381.701,0.006101,-0.006101,0,6.6926834,0.0000633,-0.0000633,0,5.96,0.399,-0.399,0,3180,2.76886,-2.76886,0,9.62132,0.559269,-0.559269,0,678.724,0,0,0,1421,0,0,0,12.6579,0.006,-0.006,0,791.797,9.458,-9.458,0,5918,124.6,-124.6,0,1.75,0.08,-0.08,0,-10.042,-10.104,-18.36,-18.432,2459381.707,2459381.695,6.6927467,6.6926201,6.359,5.561,3182.76886,3177.23114,10.180589,9.062051,678.724,678.724,1421,1421,12.6639,12.6519,801.255,782.339,6042.6,5793.4,1.83,1.67
2680,PC,-6.882,0.019,-0.019,0,-3.246,0.022,-0.022,0,2459380.942,0.005263,-0.005263,0,5.451593,0.0000483,-0.0000483,0,3.628,0.434,-0.434,0,3490,3.79618,-3.79618,0,11.1974,0.681171,-0.681171,0,359.92,0,0,0,1231,0,0,0,12.5815,0.006,-0.006,0,786.257,7.592,-7.592,0,5773,127.7,-127.7,0,1.87,0.09,-0.09,0,-6.863,-6.901,-3.224,-3.268,2459380.948,2459380.937,5.4516413,5.4515447,4.062,3.194,3493.79618,3486.20382,11.878571,10.516229,359.92,359.92,1231,1231,12.5875,12.5755,793.849,778.665,5900.7,5645.3,1.96,1.78
2681,PC,-13,0.045,-0.045,0,-9.03,0.04,-0.04,0,2460069.672,0.001831,-0.001831,0,1.5570251,0.000004,-0.000004,0,1.431,0.387,-0.387,0,4220,16.8136,-16.8136,0,10.9349,0.887735,-0.887735,0,1213.68,0,0,0,1644,0,0,0,12.909,0.006,-0.006,0,705.625,12.7765,-12.7765,0,5590,126.5,-126.5,0,1.5,0.08,-0.08,0,-12.955,-13.045,-8.99,-9.07,2460069.674,2460069.67,1.5570291,1.5570211,1.818,1.044,4236.8136,4203.1864,11.822635,10.047165,1213.68,1213.68,1644,1644,12.915,12.903,718.4015,692.8485,5716.5,5463.5,1.58,1.42
2682,PC,5.499,0.042,-0.042,0,-9.897,0.047,-0.047,0,2459384.919,0.001212,-0.001212,0,8.6187455,0.0000225,-0.0000225,0,1.692,0.345,-0.345,0,3430,6.40775,-6.40775,0,15.6647,0.903963,-0.903963,0,173.998,0,0,0,1011,0,0,0,10.5695,0.006,-0.006,0,615.178,11.7855,-11.7855,0,7400,137.4,-137.4,0,2.37,0.09,-0.09,0,5.541,5.457,-9.85,-9.944,2459384.92,2459384.918,8.618768,8.618723,2.037,1.347,3436.40775,3423.59225,16.568663,14.760737,173.998,173.998,1011,1011,10.5755,10.5635,626.9635,603.3925,7537.4,7262.6,2.46,2.28
2683,PC,-5.304,0.063,-0.063,0,-22.698,0.062,-0.062,0,2459384.958,0.001308,-0.001308,0,3.4930546,0.0000112,-0.0000112,0,2.985,0.261,-0.261,0,7980,3.97136,-3.97136,0,13.1021,0.745237,-0.745237,0,639.317,0,0,0,1400,0,0,0,12.0148,0.006,-0.006,0,502.336,11.7135,-11.7135,0,5986,132.6,-132.6,0,1.42,0.07,-0.07,0,-5.241,-5.367,-22.636,-22.76,2459384.96,2459384.957,3.4930658,3.4930434,3.246,2.724,7983.97136,7976.02864,13.847337,12.356863,639.317,639.317,1400,1400,12.0208,12.0088,514.0495,490.6225,6118.6,5853.4,1.49,1.35
2684,PC,2.063,0.022,-0.022,0,-15.248,0.026,-0.026,0,2459388.229,0.00066,-0.00066,0,2.025289,0.0000024,-0.0000024,0,2.257,0.052,-0.052,0,18480,3.29594,-3.29594,0,12.3405,0.846774,-0.846774,0,550.936,0,0,0,1349,0,0,0,12.9876,0.006,-0.006,0,394.443,3.484,-3.484,0,5297.4,144.7,-144.7,0,0.86,0.06,-0.06,0,2.085,2.041,-15.222,-15.274,2459388.23,2459388.228,2.0252914,2.0252866,2.309,2.205,18483.29594,18476.70406,13.187274,11.493726,550.936,550.936,1349,1349,12.9936,12.9816,397.927,390.959,5442.1,5152.7,0.92,0.8
2685,FP,-22.42,0.036,-0.036,0,15.394,0.033,-0.033,0,2459387.096,0.001433,-0.001433,0,3.8780401,0.0000108,-0.0000108,0,2.757,0.352,-0.352,0,5030,1.82467,-1.82467,0,8.5758,0.491188,-0.491188,0,602.229,0,0,0,1380,0,0,0,12.3483,0.006,-0.006,0,403.582,3.1755,-3.1755,0,5617,135.6,-135.6,0,1.15,0.06,-0.06,0,-22.384,-22.456,15.427,15.361,2459387.097,2459387.094,3.8780509,3.8780293,3.109,2.405,5031.82467,5028.17533,9.066988,8.084612,602.229,602.229,1380,1380,12.3543,12.3423,406.7575,400.4065,5752.6,5481.4,1.21,1.09
2686,PC,-22.007,0.026,-0.026,0,13.715,0.025,-0.025,0,2458681.294,0.002171,-0.002171,0,3.8784358,0.0002987,-0.0002987,0,2.677,0.268,-0.268,0,9620,6.54987,-6.54987,0,11.8812,0,0,0,310.093,0,0,0,1169,0,0,0,13.1045,0.006,-0.006,0,560.726,4.587,-4.587,0,5636,122,-122,0,1.14,0,0,0,-21.981,-22.033,13.74,13.69,2458681.296,2458681.292,3.8787345,3.8781371,2.945,2.409,9626.54987,9613.45013,11.8812,11.8812,310.093,310.093,1169,1169,13.1105,13.0985,565.313,556.139,5758,5514,1.14,1.14
2687,APC,25.747,3.274,-3.274,0,-13.083,3.274,-3.274,0,2459388.727,0.001277,-0.001277,0,0.7614693,0.0000019,-0.0000019,0,1.059,0.145,-0.145,0,5980,11.4207,-11.4207,0,0,0,0,0,1543.61,0,0,0,1746,0,0,0,13.3095,0.006,-0.006,0,0,0,0,0,5813,326.7,-326.7,0,0,0,0,0,29.021,22.473,-9.809,-16.357,2459388.729,2459388.726,0.7614712,0.7614674,1.204,0.914,5991.4207,5968.5793,0,0,1543.61,1543.61,1746,1746,13.3155,13.3035,0,0,6139.7,5486.3,0,0
2688,PC,-2.018,0.067,-0.067,0,-38.517,0.057,-0.057,0,2459382.076,0.00108,-0.00108,0,7.4832824,0.0000157,-0.0000157,0,3.802,0.23,-0.23,0,12910,3.03167,-3.03167,0,12.264,0.728209,-0.728209,0,129.267,0,0,0,939,0,0,0,11.8633,0.006,-0.006,0,288.963,3.5835,-3.5835,0,5306,126.3,-126.3,0,1.06,0.06,-0.06,0,-1.951,-2.085,-38.46,-38.574,2459382.078,2459382.075,7.4832981,7.4832667,4.032,3.572,12913.03167,12906.96833,12.992209,11.535791,129.267,129.267,939,939,11.8693,11.8573,292.5465,285.3795,5432.3,5179.7,1.12,1
2689,FP,-6.279,0.022,-0.022,0,-14.514,0.023,-0.023,0,2459141.055,0.00702,-0.00702,0,2.4843369,0.0000234,-0.0000234,0,1.154,0.295,-0.295,0,4450,17.9205,-17.9205,0,8.59746,0,0,0,160.141,0,0,0,991,0,0,0,13.0261,0.006,-0.006,0,939.136,17.157,-17.157,0,5608,122,-122,0,1.76,0,0,0,-6.257,-6.301,-14.491,-14.537,2459141.062,2459141.048,2.4843603,2.4843135,1.449,0.859,4467.9205,4432.0795,8.59746,8.59746,160.141,160.141,991,991,13.0321,13.0201,956.293,921.979,5730,5486,1.76,1.76
2690,PC,0.856,0.037,-0.037,0,-8.853,0.033,-0.033,0,2459387.23,0.001174,-0.001174,0,1.3828196,0.0000036,-0.0000036,0,1.336,0.163,-0.163,0,10030,15.5008,-15.5008,0,15.7062,0,0,0,1001.35,0,0,0,1567,0,0,0,13.0374,0.006,-0.006,0,890.249,21.48,-21.48,0,6362,122,-122,0,1.45,0,0,0,0.893,0.819,-8.82,-8.886,2459387.231,2459387.229,1.3828232,1.382816,1.499,1.173,10045.5008,10014.4992,15.7062,15.7062,1001.35,1001.35,1567,1567,13.0434,13.0314,911.729,868.769,6484,6240,1.45,1.45
2691,FP,6.839,0.037,-0.037,0,6.96,0.038,-0.038,0,2459383.59,0.003271,-0.003271,0,4.8435717,0.0000335,-0.0000335,0,2.561,0.278,-0.278,0,6120,3124.71,-3124.71,0,15.3767,0,0,0,693.687,0,0,0,1429,0,0,0,13.1052,0.006,-0.006,0,521.922,5.974,-5.974,0,5552,122,-122,0,1.01,0,0,0,6.876,6.802,6.998,6.922,2459383.594,2459383.587,4.8436052,4.8435382,2.839,2.283,9244.71,2995.29,15.3767,15.3767,693.687,693.687,1429,1429,13.1112,13.0992,527.896,515.948,5674,5430,1.01,1.01
2692,PC,0,0,0,0,0,0,0,0,2458672.499,0.001549,-0.001549,0,5.3890264,0.0013376,-0.0013376,0,3.794,0.689,-0.689,0,29490,85.8901,-85.8901,0,0,0,0,0,93.9124,0,0,0,867,0,0,0,12.5578,0.007,-0.007,0,450.91,0,0,0,3930.3,388.7,-388.7,0,0,0,0,0,0,0,0,0,2458672.5,2458672.497,5.390364,5.3876888,4.483,3.105,29575.8901,29404.1099,0,0,93.9124,93.9124,867,867,12.5648,12.5508,450.91,450.91,4319,3541.6,0,0
2693,FP,-4.301,0.142,-0.142,0,-6.36,0.122,-0.122,0,2459384.957,0.004964,-0.004964,0,2.128423,0.0000203,-0.0000203,0,2.872,0.357,-0.357,0,11080,3293.32,-3293.32,0,0,0,0,0,674.806,0,0,0,1419,0,0,0,12.6827,0.006,-0.006,0,8341.8,3405.22,-3405.22,0,3689.6,317,-317,0,0,0,0,0,-4.159,-4.443,-6.238,-6.482,2459384.962,2459384.952,2.1284433,2.1284027,3.229,2.515,14373.32,7786.68,0,0,674.806,674.806,1419,1419,12.6887,12.6767,11747.02,4936.58,4006.6,3372.6,0,0
2694,PC,0,0,0,0,0,0,0,0,2458679.635,0.002028,-0.002028,0,1.3677581,0.0002321,-0.0002321,0,1.363,0.216,-0.216,0,5840,10.815,-10.815,0,11.144,0.770331,-0.770331,0,596.492,0,0,0,1376,0,0,0,12.4749,0.007,-0.007,0,353.719,0,0,0,5355,139.3,-139.3,0,1.37,0.07,-0.07,0,0,0,0,0,2458679.637,2458679.633,1.3679902,1.367526,1.579,1.147,5850.815,5829.185,11.914331,10.373669,596.492,596.492,1376,1376,12.4819,12.4679,353.719,353.719,5494.3,5215.7,1.44,1.3
2695,PC,-2.269,0.044,-0.044,0,-17.362,0.053,-0.053,0,2459386.217,0.001234,-0.001234,0,5.2330803,0.0000132,-0.0000132,0,4.617,0.352,-0.352,0,6900,1.42963,-1.42963,0,12.7241,0.636417,-0.636417,0,1001.08,0,0,0,1567,0,0,0,11.8748,0.006,-0.006,0,565.094,11.6075,-11.6075,0,6375,128,-128,0,1.49,0.07,-0.07,0,-2.225,-2.313,-17.309,-17.415,2459386.218,2459386.216,5.2330935,5.2330671,4.969,4.265,6901.42963,6898.57037,13.360517,12.087683,1001.08,1001.08,1567,1567,11.8808,11.8688,576.7015,553.4865,6503,6247,1.56,1.42
2696,PC,-4.66,0.032,-0.032,0,-19.517,0.039,-0.039,0,2459385.089,0.002755,-0.002755,0,4.0668012,0.0000185,-0.0000185,0,2.373,0.296,-0.296,0,10210,10.7271,-10.7271,0,10.2315,0,0,0,270.456,0,0,0,1129,0,0,0,13.4449,0.006,-0.006,0,642.134,10.734,-10.734,0,5789,122,-122,0,0.98,0,0,0,-4.628,-4.692,-19.478,-19.556,2459385.091,2459385.086,4.0668197,4.0667827,2.669,2.077,10220.7271,10199.2729,10.2315,10.2315,270.456,270.456,1129,1129,13.4509,13.4389,652.868,631.4,5911,5667,0.98,0.98
