koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,koipos,koineg,koiperpos,koiperneg,koitimepos,koitimeneg,koidurpos,koidurneg,koidepthpos,koidepthneg,koipradpos,koipradneg,koiteqpos,koiteqneg,koinsolpos,koinsolneg,koisteffpos,koisteffneg,koisloggpos,koisloggneg,koisradpos,koisradneg
CONFIRMED,CANDIDATE,0.999,15.604841,0.0001334,-0.0001334,131.9989,0.00654,-0.00654,4.543,0.172,-0.172,73.4,5,-5,1.57,0.32,-0.48,1013,0,0,248.62,153.97,-144.65,15.3,6254,174,-212,4.019,0.266,-0.114,1.706,0.349,-0.524,13.096,15.6049744,15.6047076,15.6049744,15.6047076,132.00544,131.99236,4.715,4.371,78.4,68.4,1.89,1.09,1013,1013,402.59,103.97,6428,6042,4.285,3.905,2.055,1.182
FALSE POSITIVE,FALSE POSITIVE,0,75.681309,0.003837,-0.003837,167.6921,0.0416,-0.0416,11.62,2,-2,107.7,20.1,-20.1,1.64,0.93,-0.44,560,0,0,23.25,39.5,-12.12,9.1,6297,149,-191,4.155,0.211,-0.299,1.506,0.855,-0.398,12.211,75.685146,75.677472,75.685146,75.677472,167.7337,167.6505,13.62,9.62,127.8,87.6,2.57,1.2,560,560,62.75,11.13,6446,6106,4.366,3.856,2.361,1.108
CANDIDATE,CANDIDATE,0.953,0.762950224,0.000003293,-0.000003293,131.9157,0.00344,-0.00344,1.133,0.109,-0.109,187.3,15.9,-15.9,1,0.18,-0.08,1651,0,0,1763.73,1054.13,-462.01,15.8,5385,187,-187,4.61,0.037,-0.112,0.731,0.132,-0.057,15.556,0.762953517,0.762946931,0.762953517,0.762946931,131.91914,131.91226,1.242,1.024,203.2,171.4,1.18,0.92,1651,1651,2817.86,1301.72,5572,5198,4.647,4.498,0.863,0.674
FALSE POSITIVE,FALSE POSITIVE,0,62.060783,0.002215,-0.002215,134.4944,0.035,-0.035,28.203,0.777,-0.777,472.9,26.6,-26.6,2.11,0.5,-0.17,400,0,0,6.07,4.63,-1.57,19.9,5526,200,-183,4.578,0.045,-0.144,0.784,0.185,-0.062,15.745,62.062998,62.058568,62.062998,62.058568,134.5294,134.4594,28.98,27.426,499.5,446.3,2.61,1.94,400,400,10.7,4.5,5726,5343,4.623,4.434,0.969,0.722
CANDIDATE,CANDIDATE,0.971,170.995748,0.00123,-0.00123,163.95737,0.00643,-0.00643,3.88,0.174,-0.174,477.1,35.6,-35.6,4.9,0.83,-1.25,463,0,0,10.86,4.73,-5.16,15.5,6127,73,-85,3.991,0.188,-0.101,1.983,0.337,-0.506,13.985,170.996978,170.994518,170.996978,170.994518,163.9638,163.95094,4.054,3.706,512.7,441.5,5.73,3.65,463,463,15.59,5.7,6200,6042,4.179,3.89,2.32,1.477
FALSE POSITIVE,FALSE POSITIVE,0,12.4252735,0.0004776,-0.0004776,141.5658,0.0411,-0.0411,20.756,0.369,-0.369,84.7,2.6,-2.6,2.37,0.46,-0.93,1299,0,0,673.53,422.56,-455.15,36.6,6156,203,-203,3.703,0.323,-0.108,2.557,0.5,-1,13.046,12.4257511,12.4247959,12.4257511,12.4247959,141.6069,141.5247,21.125,20.387,87.3,82.1,2.83,1.44,1299,1299,1096.09,218.38,6359,5953,4.026,3.595,3.057,1.557
FALSE POSITIVE,FALSE POSITIVE,0,39.2820405,0.0005332,-0.0005332,139.9224,0.0121,-0.0121,3.344,0.482,-0.482,157.5,22.1,-22.1,58.67,20.57,-27.39,823,0,0,108.22,115.49,-81.05,6.9,6143,195,-188,3.81,0.455,-0.201,2.136,0.749,-0.997,13.046,39.2825737,39.2815073,39.2825737,39.2815073,139.9345,139.9103,3.826,2.862,179.6,135.4,79.24,31.28,823,823,223.71,27.17,6338,5955,4.265,3.609,2.885,1.139
FALSE POSITIVE,FALSE POSITIVE,0,361.5456125,0,0,190.4475347,0,0,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.894,361.5456125,361.5456125,361.5456125,361.5456125,190.4475347,190.4475347,25.28,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CANDIDATE,CANDIDATE,0.998,19.5650801,0.0001766,-0.0001766,136.28555,0.00743,-0.00743,4.242,0.277,-0.277,61.7,5.3,-5.3,0.97,0.18,-0.12,791,0,0,92.77,46.07,-27.1,13.8,6180,111,-135,4.294,0.099,-0.132,1.235,0.223,-0.149,12.674,19.5652567,19.5649035,19.5652567,19.5649035,136.29298,136.27812,4.519,3.965,67,56.4,1.15,0.85,791,791,138.84,65.67,6291,6045,4.393,4.162,1.458,1.086
FALSE POSITIVE,FALSE POSITIVE,0,355.79978,0.01246,-0.01246,346.7189,0.0127,-0.0127,5.972,0.629,-0.629,172.3,20,-20,1.87,1.1,-0.42,324,0,0,2.6,4.72,-1.27,10.5,6350,174,-255,4.225,0.165,-0.317,1.394,0.82,-0.314,12.674,355.81224,355.78732,355.81224,355.78732,346.7316,346.7062,6.601,5.343,192.3,152.3,2.97,1.45,324,324,7.32,1.33,6524,6095,4.39,3.908,2.214,1.08
FALSE POSITIVE,FALSE POSITIVE,0,410.99389,0.03226,-0.03226,190.8191,0.0348,-0.0348,12.01,3.3,-3.3,550,129,-129,2.09,0.61,-0.15,220,0,0,0.55,0.47,-0.12,8.7,5471,149,-147,4.533,0.028,-0.227,0.898,0.261,-0.063,15.46,411.02615,410.96163,411.02615,410.96163,190.8539,190.7843,15.31,8.71,679,421,2.7,1.94,220,220,1.02,0.43,5620,5324,4.561,4.306,1.159,0.835
FALSE POSITIVE,FALSE POSITIVE,0,2.17823752,0.00002245,-0.00002245,132.00513,0.00734,-0.00734,2.259,0.26,-0.26,44,5.7,-5.7,0.64,0.18,-0.09,1473,0,0,1114.8,879.64,-392.18,10.1,6052,163,-181,4.422,0.105,-0.18,0.969,0.26,-0.14,14.102,2.17825997,2.17821507,2.17825997,2.17821507,132.01247,131.99779,2.519,1.999,49.7,38.3,0.82,0.55,1473,1473,1994.44,722.62,6215,5871,4.527,4.242,1.229,0.829
FALSE POSITIVE,FALSE POSITIVE,0,1.404674486,0.000009347,-0.000009347,131.55621,0.00478,-0.00478,5.056,0.158,-0.158,155.5,8.7,-8.7,0.86,0.08,-0.08,1126,0,0,379.5,128.34,-97.14,20.7,4716,138,-132,4.65,0.056,-0.038,0.609,0.056,-0.053,14.962,1.404683833,1.404665139,1.404683833,1.404665139,131.56099,131.55143,5.214,4.898,164.2,146.8,0.94,0.78,1126,1126,507.84,282.36,4854,4584,4.706,4.612,0.665,0.556
FALSE POSITIVE,FALSE POSITIVE,0,24.9097436,0.00058,-0.00058,143.0403,0.0203,-0.0203,3.856,0.6,-0.6,150.2,20.9,-20.9,2.24,1.08,-0.67,912,0,0,163.58,232.08,-94.07,9.7,6596,166,-231,4.037,0.24,-0.252,1.757,0.843,-0.527,13.073,24.9103236,24.9091636,24.9103236,24.9091636,143.0606,143.02,4.456,3.256,171.1,129.3,3.32,1.57,912,912,395.66,69.51,6762,6365,4.277,3.785,2.6,1.23
CONFIRMED,CANDIDATE,1,12.3101351,0.0001292,-0.0001292,141.8765,0.00727,-0.00727,3.797,0.199,-0.199,263.7,22.8,-22.8,1.51,0.07,-0.11,651,0,0,42.42,7.04,-8.25,12.9,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,15.629,12.3102643,12.3100059,12.3102643,12.3100059,141.88377,141.86923,3.996,3.598,286.5,240.9,1.58,1.4,651,651,49.46,34.17,5091,4934,4.568,4.463,0.878,0.777
CONFIRMED,CANDIDATE,0.998,2.61576515,0.00001619,-0.00001619,131.97896,0.00563,-0.00563,2.777,0.145,-0.145,120.4,9.4,-9.4,1.06,0.31,-0.13,1379,0,0,851.6,731.11,-281.87,15.1,6088,165,-201,4.446,0.084,-0.196,0.958,0.28,-0.12,15.18,2.61578134,2.61574896,2.61578134,2.61574896,131.98459,131.97333,2.922,2.632,129.8,111,1.37,0.93,1379,1379,1582.71,569.73,6253,5887,4.53,4.25,1.238,0.838
FALSE POSITIVE,FALSE POSITIVE,0,409.2452,0.1121,-0.1121,265.2465,0.0486,-0.0486,13.06,1.8,-1.8,531.2,69.4,-69.4,2.1,0.83,-0.24,244,0,0,0.84,1.01,-0.24,12.8,5910,172,-165,4.466,0.074,-0.271,0.911,0.362,-0.101,15.42,409.3573,409.1331,409.3573,409.1331,265.2951,265.1979,14.86,11.26,600.6,461.8,2.93,1.86,244,244,1.85,0.6,6082,5745,4.54,4.195,1.273,0.81
CONFIRMED,CANDIDATE,0.999,6.94245216,0.00005042,-0.00005042,135.95819,0.00657,-0.00657,3.491,0.147,-0.147,160.8,12.8,-12.8,1.34,0.42,-0.14,1003,0,0,239.39,229.11,-75.54,14.7,6108,193,-236,4.466,0.054,-0.216,1.03,0.324,-0.108,15.158,6.94250258,6.94240174,6.94250258,6.94240174,135.96476,135.95162,3.638,3.344,173.6,148,1.76,1.2,1003,1003,468.5,163.85,6301,5872,4.52,4.25,1.354,0.922
CANDIDATE,CANDIDATE,0.99,5.53312006,0.00007177,-0.00007177,132.1648,0.00669,-0.00669,3.486,0.325,-0.325,53.1,5,-5,1.05,0.18,-0.2,1303,0,0,680.77,309.09,-260.78,13.4,6170,83,-83,4.15,0.168,-0.112,1.425,0.248,-0.275,13.591,5.53319183,5.53304829,5.53319183,5.53304829,132.17149,132.15811,3.811,3.161,58.1,48.1,1.23,0.85,1303,1303,989.86,419.99,6253,6087,4.318,4.038,1.673,1.15
CANDIDATE,CANDIDATE,0,200.721168,0.004808,-0.004808,280.0733,0.0159,-0.0159,9.91,0.492,-0.492,822.5,71.9,-71.9,3.32,0.53,-0.58,327,0,0,2.72,1.15,-0.96,13.1,5566,83,-75,4.275,0.162,-0.108,1.17,0.186,-0.204,15.511,200.725976,200.71636,200.725976,200.71636,280.0892,280.0574,10.402,9.418,894.4,750.6,3.85,2.74,327,327,3.87,1.76,5649,5491,4.437,4.167,1.356,0.966
CONFIRMED,CANDIDATE,0.966,9.4061364,0.0001239,-0.0001239,137.7073,0.0118,-0.0118,4.882,0.312,-0.312,79.5,6.8,-6.8,1.14,0.19,-0.2,981,0,0,219.36,99.34,-83.24,13.2,5855,105,-117,4.24,0.162,-0.108,1.268,0.207,-0.228,14.09,9.4062603,9.4060125,9.4062603,9.4060125,137.7191,137.6955,5.194,4.57,86.3,72.7,1.33,0.94,981,981,318.7,136.12,5960,5738,4.402,4.132,1.475,1.04
FALSE POSITIVE,FALSE POSITIVE,0,0.935086665,0.000004071,-0.000004071,131.52593,0.00351,-0.00351,1.12,0.13,-0.13,71.2,7.8,-7.8,1.18,0.71,-0.2,2431,0,0,8250.8,15116.33,-3377.4,13.1,6762,155,-273,4.282,0.097,-0.346,1.348,0.82,-0.223,13.993,0.935090736,0.935082594,0.935090736,0.935082594,131.52944,131.52242,1.25,0.99,79,63.4,1.89,0.98,2431,2431,23367.13,4873.4,6917,6489,4.379,3.936,2.168,1.125
FALSE POSITIVE,FALSE POSITIVE,0,1.489457454,0.000009962,-0.000009962,131.99809,0.00771,-0.00771,3.028,0.134,-0.134,56.3,2.3,-2.3,1.58,0.34,-0.51,2415,0,0,8026.6,5024.1,-4729.45,29.7,6316,154,-173,3.908,0.292,-0.117,2.087,0.449,-0.673,13.09,1.489467416,1.489447492,1.489467416,1.489447492,132.0058,131.99038,3.162,2.894,58.6,54,1.92,1.07,2415,2415,13050.7,3297.15,6470,6143,4.2,3.791,2.536,1.414
FALSE POSITIVE,FALSE POSITIVE,0,1.181165291,0.000003891,-0.000003891,132.42522,0.00276,-0.00276,1.013,0.113,-0.113,370.4,35.5,-35.5,1.52,0.2,-0.14,1398,0,0,905.88,411.38,-238.26,14.1,5203,169,-154,4.582,0.048,-0.078,0.747,0.098,-0.066,15.971,1.181169182,1.1811614,1.181169182,1.1811614,132.42798,132.42246,1.126,0.9,405.9,334.9,1.72,1.38,1398,1398,1317.26,667.62,5372,5049,4.63,4.504,0.845,0.681
CONFIRMED,CANDIDATE,0.997,66.373298,0.0007009,-0.0007009,174.01595,0.00509,-0.00509,8.559,0.787,-0.787,415,31.9,-31.9,1.99,0.64,-0.21,471,0,0,11.59,10.94,-3.51,13.7,6143,164,-200,4.47,0.056,-0.224,0.976,0.315,-0.105,15.37,66.3739989,66.3725971,66.3739989,66.3725971,174.02104,174.01086,9.346,7.772,446.9,383.1,2.63,1.78,471,471,22.53,8.08,6307,5943,4.526,4.246,1.291,0.871
CONFIRMED,CANDIDATE,0.948,13.61165024,0.00008495,-0.00008495,144.16808,0.00438,-0.00438,7.617,0.14,-0.14,95.5,3.3,-3.3,1.46,0.27,-0.24,958,0,0,198.73,98.98,-71.43,31.6,6170,110,-135,4.192,0.137,-0.125,1.499,0.272,-0.245,12.805,13.61173519,13.61156529,13.61173519,13.61156529,144.17246,144.1637,7.757,7.477,98.8,92.2,1.73,1.22,958,958,297.71,127.3,6280,6035,4.329,4.067,1.771,1.254
CONFIRMED,CANDIDATE,0.977,6.24564633,0.00005436,-0.00005436,137.16241,0.0071,-0.0071,2.459,0.182,-0.182,212,21.2,-21.2,1.06,0.12,-0.07,731,0,0,67.62,27.85,-16.43,11.9,4858,161,-161,4.622,0.027,-0.059,0.707,0.08,-0.049,15.485,6.24570069,6.24559197,6.24570069,6.24559197,137.16951,137.15531,2.641,2.277,233.2,190.8,1.18,0.99,731,731,95.47,51.19,5019,4697,4.649,4.563,0.787,0.658
FALSE POSITIVE,FALSE POSITIVE,0,0.945829261,0.000005176,-0.000005176,132.09286,0.00461,-0.00461,1.715,0.124,-0.124,98.2,7.7,-7.7,0.86,0.21,-0.07,1790,0,0,2433.01,1748.46,-637.83,15.1,5959,160,-178,4.546,0.042,-0.168,0.859,0.209,-0.075,15.263,0.945834437,0.945824085,0.945834437,0.945824085,132.09747,132.08825,1.839,1.591,105.9,90.5,1.07,0.79,1790,1790,4181.47,1795.18,6119,5781,4.588,4.378,1.068,0.784
CANDIDATE,CANDIDATE,0.999,10.8614163,0.0001616,-0.0001616,136.8213,0.0125,-0.0125,6.02,0.39,-0.39,64.8,5.5,-5.5,1.01,0.29,-0.11,899,0,0,154.68,127.71,-44.72,12.9,6339,141,-189,4.454,0.062,-0.2,1.017,0.298,-0.106,13.517,10.8615779,10.8612547,10.8615779,10.8612547,136.8338,136.8088,6.41,5.63,70.3,59.3,1.3,0.9,899,899,282.39,109.96,6480,6150,4.516,4.254,1.315,0.911
FALSE POSITIVE,FALSE POSITIVE,0,0.973160836,0.0000043,-0.0000043,132.25412,0.00353,-0.00353,0.864,0.191,-0.191,138.3,20.7,-20.7,1.22,0.39,-0.13,1932,0,0,3303.84,3066.78,-1042.56,9.8,6108,172,-236,4.466,0.052,-0.208,1.03,0.323,-0.108,15.238,0.973165136,0.973156536,0.973165136,0.973156536,132.25765,132.25059,1.055,0.673,159,117.6,1.61,1.09,1932,1932,6370.62,2261.28,6280,5872,4.518,4.258,1.353,0.922
FALSE POSITIVE,FALSE POSITIVE,0,4.05943749,0.0000257,-0.0000257,133.1883,0.00665,-0.00665,3.245,0.137,-0.137,105.4,6.9,-6.9,2.11,1.1,-1.1,1295,0,0,664.54,1119.9,-531.93,18.1,5051,192,-174,3.978,0.572,-0.308,1.655,0.862,-0.862,13.514,4.05946319,4.05941179,4.05946319,4.05941179,133.19495,133.18165,3.382,3.108,112.3,98.5,3.21,1.01,1295,1295,1784.44,132.61,5243,4877,4.55,3.67,2.517,0.793
CANDIDATE,CANDIDATE,0.981,7.03965141,0.00007836,-0.00007836,137.41892,0.00969,-0.00969,3.141,0.265,-0.265,268.7,31.1,-31.1,2.72,0.46,-0.56,1171,0,0,445.49,192.92,-179.96,9.8,5902,70,-79,4.128,0.182,-0.098,1.513,0.256,-0.313,14.935,7.03972977,7.03957305,7.03972977,7.03957305,137.42861,137.40923,3.406,2.876,299.8,237.6,3.18,2.16,1171,1171,638.41,265.53,5972,5823,4.31,4.03,1.769,1.2
CANDIDATE,CANDIDATE,0.984,4.72519164,0.00006887,-0.00006887,131.9997,0.0102,-0.0102,3.751,0.34,-0.34,98.8,11.9,-11.9,3.98,0.57,-1.69,2250,0,0,6060.79,2623.51,-4285.29,10,6655,160,-200,3.49,0.376,-0.094,3.831,0.542,-1.627,12.358,4.72526051,4.72512277,4.72526051,4.72512277,132.0099,131.9895,4.091,3.411,110.7,86.9,4.55,2.29,2250,2250,8684.3,1775.5,6815,6455,3.866,3.396,4.373,2.204
FALSE POSITIVE,FALSE POSITIVE,0,6.39903778,0.00003302,-0.00003302,134.7133,0.00529,-0.00529,3.15,0.129,-0.129,186.6,9,-9,6.54,1.96,-3.19,1780,0,0,2376.4,2037.34,-1830.11,24.1,5178,124,-171,3.286,0.372,-0.217,4.856,1.456,-2.366,13.507,6.3990708,6.39900476,6.3990708,6.39900476,134.71859,134.70801,3.279,3.021,195.6,177.6,8.5,3.35,1780,1780,4413.74,546.29,5302,5007,3.658,3.069,6.312,2.49
CANDIDATE,CANDIDATE,0.997,66.6434565,0.0003688,-0.0003688,170.08058,0.00449,-0.00449,2.385,0.18,-0.18,277.3,21.8,-21.8,2.99,0.62,-0.38,476,0,0,12.17,6.56,-3.4,14.8,5751,77,-77,4.339,0.1,-0.15,1.164,0.242,-0.149,13.224,66.6438253,66.6430877,66.6438253,66.6430877,170.08507,170.07609,2.565,2.205,299.1,255.5,3.61,2.61,476,476,18.73,8.77,5828,5674,4.439,4.189,1.406,1.015
FALSE POSITIVE,FALSE POSITIVE,0,0.739761008,0.000003791,-0.000003791,131.80913,0.00407,-0.00407,7.589,0.621,-0.621,292.1,12.5,-12.5,9.67,1.39,-1.38,839,0,0,117.05,44.98,-36.65,34.7,3417,50,-57,4.9,0.06,-0.06,0.35,0.05,-0.05,15.049,0.739764799,0.739757217,0.739764799,0.739757217,131.8132,131.80506,8.21,6.968,304.6,279.6,11.06,8.29,839,839,162.03,80.4,3467,3360,4.96,4.84,0.4,0.3
FALSE POSITIVE,FALSE POSITIVE,0,0.950735805,0.000002789,-0.000002789,131.7794,0.00212,-0.00212,1.1434,0.0918,-0.0918,175.1,13,-13,1.39,0.46,-0.16,1908,0,0,3129.59,3258.85,-1060.03,17.1,6039,217,-265,4.478,0.056,-0.224,1.005,0.333,-0.111,15.156,0.950738594,0.950733016,0.950738594,0.950733016,131.78152,131.77728,1.2352,1.0516,188.1,162.1,1.85,1.23,1908,1908,6388.44,2069.56,6256,5774,4.534,4.254,1.338,0.894
FALSE POSITIVE,FALSE POSITIVE,0,369.819993,0.008895,-0.008895,179.3674,0.0152,-0.0152,20.232,0.968,-0.968,1599,76.2,-76.2,4.25,8.58,-0.37,201,0,0,0.38,3.56,-0.09,42.1,4806,149,-110,4.495,0.078,-0.856,0.839,1.694,-0.073,15.089,369.828888,369.811098,369.828888,369.811098,179.3826,179.3522,21.2,19.264,1675.2,1522.8,12.83,3.88,201,201,3.94,0.29,4955,4696,4.573,3.639,2.533,0.766
FALSE POSITIVE,FALSE POSITIVE,0,2.17815935,0.00001383,-0.00001383,132.02414,0.00531,-0.00531,1.839,0.166,-0.166,116.3,10.2,-10.2,1.22,0.41,-0.14,1561,0,0,1398.42,1391.09,-454.8,14.1,6258,174,-239,4.413,0.072,-0.217,1.098,0.37,-0.123,14.975,2.17817318,2.17814552,2.17817318,2.17814552,132.02945,132.01883,2.005,1.673,126.5,106.1,1.63,1.08,1561,1561,2789.51,943.62,6432,6019,4.485,4.196,1.468,0.975
CANDIDATE,CANDIDATE,0.298,160.850075,0.003764,-0.003764,144.5039,0.0181,-0.0181,9.427,0.646,-0.646,428.1,30.8,-30.8,3.41,0.58,-0.72,413,0,0,6.87,3.07,-2.82,16.1,5999,80,-89,4.168,0.162,-0.108,1.507,0.258,-0.315,14.218,160.853839,160.846311,160.853839,160.846311,144.522,144.4858,10.073,8.781,458.9,397.3,3.99,2.69,413,413,9.94,4.05,6079,5910,4.33,4.06,1.765,1.192
FALSE POSITIVE,FALSE POSITIVE,0,0.720460644,0.000000344,-0.000000344,132.012909,0.000401,-0.000401,1.7846,0.0223,-0.0223,2111.5,20.5,-20.5,37.33,12.84,-4.27,2240,0,0,5954.82,6047.46,-1900.16,117.2,6304,175,-219,4.435,0.056,-0.224,1.058,0.364,-0.121,14.828,0.720460988,0.7204603,0.720460988,0.7204603,132.01331,132.012508,1.8069,1.7623,2132,2091,50.17,33.06,2240,2240,12002.28,4054.66,6479,6085,4.491,4.211,1.422,0.937
FALSE POSITIVE,FALSE POSITIVE,0,3.7948721,0.00002483,-0.00002483,134.40039,0.00549,-0.00549,1.713,0.254,-0.254,305.1,34.4,-34.4,16.1,4.43,-1.18,1083,0,0,325.63,270.28,-81.18,11.3,5883,177,-195,4.58,0.035,-0.184,0.793,0.218,-0.058,15.302,3.79489693,3.79484727,3.79489693,3.79484727,134.40588,134.3949,1.967,1.459,339.5,270.7,20.53,14.92,1083,1083,595.91,244.45,6060,5688,4.615,4.396,1.011,0.735
CONFIRMED,CANDIDATE,0.995,122.0804953,0.0005677,-0.0005677,155.02532,0.00401,-0.00401,4.054,0.299,-0.299,799.9,37.2,-37.2,2.92,0.2,-0.15,297,0,0,1.83,0.44,-0.31,23.3,5132,102,-102,4.571,0.032,-0.052,0.77,0.054,-0.04,14.157,122.081063,122.0799276,122.081063,122.0799276,155.02933,155.02131,4.353,3.755,837.1,762.7,3.12,2.77,297,297,2.27,1.52,5234,5030,4.603,4.519,0.824,0.73
CANDIDATE,CANDIDATE,0.98,6.2614227,0.0001055,-0.0001055,133.2299,0.0123,-0.0123,4.779,0.439,-0.439,51.4,5.7,-5.7,0.81,0.25,-0.11,1146,0,0,407.58,365.13,-140.1,10.6,6384,151,-207,4.361,0.087,-0.203,1.121,0.352,-0.151,13.973,6.2615282,6.2613172,6.2615282,6.2613172,133.2422,133.2176,5.218,4.34,57.1,45.7,1.06,0.7,1146,1146,772.71,267.48,6535,6177,4.448,4.158,1.473,0.97
CANDIDATE,CANDIDATE,1,3.70386741,0.00002025,-0.00002025,132.69596,0.00353,-0.00353,1.41,0.109,-0.109,125.7,11.9,-11.9,0.86,0.17,-0.07,1012,0,0,247.2,146.25,-61.28,13.1,5496,149,-149,4.592,0.032,-0.12,0.776,0.152,-0.065,14.108,3.70388766,3.70384716,3.70388766,3.70384716,132.69949,132.69243,1.519,1.301,137.6,113.8,1.03,0.79,1012,1012,393.45,185.92,5645,5347,4.624,4.472,0.928,0.711
FALSE POSITIVE,FALSE POSITIVE,0,0.638437699,0.000000525,-0.000000525,131.592552,0.000708,-0.000708,0.3028,0.0501,-0.0501,286.8,13.8,-13.8,2.48,0.24,-0.14,1709,0,0,2024.34,711.27,-442,25.8,5073,149,-164,4.571,0.02,-0.08,0.824,0.08,-0.046,15.23,0.638438224,0.638437174,0.638438224,0.638437174,131.59326,131.591844,0.3529,0.2527,300.6,273,2.72,2.34,1709,1709,2735.61,1582.34,5222,4909,4.591,4.491,0.904,0.778
FALSE POSITIVE,FALSE POSITIVE,0,1.8912851,0.00003084,-0.00003084,132.676,0.0187,-0.0187,6.182,0.346,-0.346,1223.4,57.2,-57.2,19.96,1.64,-1.64,1061,0,0,299.44,103.69,-81.11,25.7,4700,167,-167,4.605,0.036,-0.04,0.707,0.058,-0.058,16.851,1.89131594,1.89125426,1.89131594,1.89125426,132.6947,132.6573,6.528,5.836,1280.6,1166.2,21.6,18.32,1061,1061,403.13,218.33,4867,4533,4.641,4.565,0.765,0.649
CANDIDATE,CANDIDATE,0.926,19.8751355,0.0002829,-0.0002829,148.3935,0.0119,-0.0119,8.041,0.271,-0.271,109,8.4,-8.4,2.49,0.51,-0.42,1061,0,0,299.47,154.58,-102.25,15.2,6918,72,-83,4.021,0.148,-0.121,2.004,0.413,-0.338,13.543,19.8754184,19.8748526,19.8754184,19.8748526,148.4054,148.3816,8.312,7.77,117.4,100.6,3,2.07,1061,1061,454.05,197.22,6990,6835,4.169,3.9,2.417,1.666
FALSE POSITIVE,FALSE POSITIVE,0,343.42046,0.04607,-0.04607,327.4112,0.054,-0.054,11.11,2,-2,482.7,60.2,-60.2,2.15,0.88,-0.21,270,0,0,1.27,1.52,-0.37,10,6115,161,-199,4.469,0.053,-0.291,0.967,0.397,-0.094,15.223,343.46653,343.37439,343.46653,343.37439,327.4652,327.3572,13.11,9.11,542.9,422.5,3.03,1.94,270,270,2.79,0.9,6276,5916,4.522,4.178,1.364,0.873
FALSE POSITIVE,FALSE POSITIVE,0,3.47148164,0.00008236,-0.00008236,133.7138,0.0191,-0.0191,4.679,0.736,-0.736,122.7,17.1,-17.1,0.85,0.14,-0.06,970,0,0,209.73,110.56,-51.5,9.5,5297,159,-159,4.626,0.032,-0.097,0.716,0.118,-0.055,15.795,3.471564,3.47139928,3.471564,3.47139928,133.7329,133.6947,5.415,3.943,139.8,105.6,0.99,0.79,970,970,320.29,158.23,5456,5138,4.658,4.529,0.834,0.661
CONFIRMED,CANDIDATE,1,5.94373492,0.0000299,-0.0000299,135.25897,0.00432,-0.00432,1.847,0.124,-0.124,301,25.4,-25.4,1.14,0.06,-0.1,674,0,0,48.82,10.68,-12.84,13.2,4391,118,-131,4.598,0.053,-0.018,0.682,0.032,-0.06,15.583,5.94376482,5.94370502,5.94376482,5.94370502,135.26329,135.25465,1.971,1.723,326.4,275.6,1.2,1.04,674,674,59.5,35.98,4509,4260,4.651,4.58,0.714,0.622
FALSE POSITIVE,FALSE POSITIVE,0,244.60373,0.0115,-0.0115,230.282,0.0317,-0.0317,10.87,1.1,-1.1,769.8,85.8,-85.8,2.1,0.33,-0.15,235,0,0,0.72,0.37,-0.17,17.7,5166,161,-140,4.593,0.026,-0.107,0.771,0.123,-0.056,15.319,244.61523,244.59223,244.61523,244.59223,230.3137,230.2503,11.97,9.77,855.6,684,2.43,1.95,235,235,1.09,0.55,5327,5026,4.619,4.486,0.894,0.715
CONFIRMED,CANDIDATE,0.895,85.7567919,0.0005965,-0.0005965,162.71914,0.00617,-0.00617,5.695,0.195,-0.195,159.1,10.9,-10.9,2.99,0.83,-0.45,528,0,0,18.44,13.35,-5.93,16.9,5037,70,-81,3.783,0.094,-0.175,2.213,0.614,-0.33,12.429,85.7573884,85.7561954,85.7573884,85.7561954,162.72531,162.71297,5.89,5.5,170,148.2,3.82,2.54,528,528,31.79,12.51,5107,4956,3.877,3.608,2.827,1.883
CONFIRMED,CANDIDATE,1,2.18660188,0.00001056,-0.00001056,131.94832,0.00363,-0.00363,1.585,0.123,-0.123,122.3,10.3,-10.3,0.98,0.08,-0.1,1099,0,0,345.07,106.33,-99.8,14.2,4904,148,-148,4.535,0.078,-0.048,0.772,0.06,-0.08,14.793,2.18661244,2.18659132,2.18661244,2.18659132,131.95195,131.94469,1.708,1.462,132.6,112,1.06,0.88,1099,1099,451.4,245.27,5052,4756,4.613,4.487,0.832,0.692
