default_flag,disposition,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,orbpos,orbneg,radepos,radjpos,radpos,radneg,distpos,vmagpos,vmagneg,kmagpos,kmagneg,gaiamagpos,gaiamagneg
1,CANDIDATE,0,5.84643,0.00014,-0.00011,0,10.4,4.4,-6.9,0,0.928,0.39,-0.62,0,0.698,0.287,-0.091,0,249.0299,0,0,16.9,0.2,-0.2,12.181,0.03,-0.03,15.5685,0.000915,-0.000915,5.84657,5.8463199999999995,3.5,0.30800000000000005,0.9849999999999999,0.607,249.0299,17.099999999999998,16.7,12.210999999999999,12.151,15.569415000000001,15.567585
0,CANDIDATE,0,9.76897,0.00051,-0.00085,0,0,0,0,0,0,0,0,0,1.2,0.02,-0.02,0,300.655,3.341,-3.269,12.208,0.043,-0.043,10.436,0.021,-0.021,12.0375,0.000226,-0.000226,9.76948,9.76812,0,0,1.22,1.18,297.38599999999997,12.251,12.165000000000001,10.457,10.415,12.037726,12.037274
0,CANDIDATE,0,9.770186,0.00031,-0.000325,0,3.19260619,0.416042,-0.33286497,0,0.28,0.04,-0.03,0,0.994327,0.118942,-0.097758,0,300.655,3.341,-3.269,12.208,0.043,-0.043,10.436,0.021,-0.021,12.0375,0.000226,-0.000226,9.770496000000001,9.769861,2.8597412199999996,0.25,1.113269,0.896569,297.38599999999997,12.251,12.165000000000001,10.457,10.415,12.037726,12.037274
0,CANDIDATE,0,9.769155,0.000909,-0.000906,0,3.3,0.6,-0.4,0,0.29,0.05,-0.04,0,1.1,0,0,0,300.655,3.341,-3.269,12.208,0.043,-0.043,10.436,0.021,-0.021,12.0375,0.000226,-0.000226,9.770064,9.768248999999999,2.9,0.24999999999999997,1.1,1.1,297.38599999999997,12.251,12.165000000000001,10.457,10.415,12.037726,12.037274
1,CANDIDATE,0,9.7706,0.00024,-0.00024,0,3.8,0.25,-0.56,0,0.34,0.022,-0.05,0,1.195,0.018,-0.012,0,300.655,3.341,-3.269,12.208,0.043,-0.043,10.436,0.021,-0.021,12.0375,0.000226,-0.000226,9.77084,9.77036,3.2399999999999998,0.29000000000000004,1.213,1.183,297.38599999999997,12.251,12.165000000000001,10.457,10.415,12.037726,12.037274
1,CANDIDATE,0,0.515513,2.4e-05,-2.30E-05,0,3.4,1.6,-1.4,0,0.3,0.14,-0.12,0,0.75,0,0,0,4777.67,1017.12,-727.06,14.189,0.149,-0.149,11.853,0.024,-0.024,14.0545,0.000457,-0.000457,0.515537,0.51549,2,0.18,0.75,0.75,4050.61,14.338,14.040000000000001,11.876999999999999,11.829,14.054957000000002,14.054043
1,CANDIDATE,0,6.7826,0.0035,-0.0018,0,1.88,0.17,-0.43,0,0.168,0.015,-0.038,0,0.705,0.016,-0.015,0,280.867,1.963,-1.936,13.617,0.08,-0.08,11.442,0.024,-0.024,13.4257,0.000273,-0.000273,6.7861,6.7808,1.45,0.13,0.721,0.69,278.93100000000004,13.697000000000001,13.537,11.466,11.418000000000001,13.425973,13.425427
1,CANDIDATE,0,3.12951,0.00011,-0.00011,0,18.6,5.9,-9.6,0,1.66,0.53,-0.86,0,1.99,0.36,-0.85,0,911.704,33.972,-31.653,12.192,0.048,-0.048,11.273,0.025,-0.025,12.0005,0.000284,-0.000284,3.1296199999999996,3.1294,9.000000000000002,0.7999999999999999,2.35,1.1400000000000001,880.0509999999999,12.24,12.144,11.298,11.248,12.000784000000001,12.000216
0,CANDIDATE,0,13.61358,0.001673,-0.001575,0,3.39689521,10.81695858,-0.57790106,0,0.3,0.97,-0.05,0,0.780921,0.030407,-0.022311,0,207.219,2.807,-2.734,13.256,0.092,-0.092,10.455,0.023,-0.023,12.7982,0.000332,-0.000332,13.615253000000001,13.612005,2.81899415,0.25,0.8113279999999999,0.75861,204.48499999999999,13.348,13.164,10.478,10.432,12.798532,12.797868
1,CANDIDATE,0,13.61242,0.00043,-0.00043,0,3.03,0.28,-0.51,0,0.27,0.025,-0.045,0,0.793,0.06,-0.084,0,207.219,2.807,-2.734,13.256,0.092,-0.092,10.455,0.023,-0.023,12.7982,0.000332,-0.000332,13.61285,13.61199,2.5199999999999996,0.22500000000000003,0.853,0.7090000000000001,204.48499999999999,13.348,13.164,10.478,10.432,12.798532,12.797868
1,CANDIDATE,0,12.364531,0.000307,-0.000375,0,36.3,26,-19.3,0,3.24,2.32,-1.72,0,0.76,0,0,0,602.184,11.931,-11.483,14.067,0.103,-0.103,11.787,0.026,-0.026,13.7779,0.00048,-0.00048,12.364837999999999,12.364156,16.999999999999996,1.5200000000000002,0.76,0.76,590.701,14.17,13.964,11.813,11.761000000000001,13.77838,13.777420000000001
1,CANDIDATE,0,6.79867,0.00037,-0.00037,0,4.4,1.5,-5,0,0.39,0.13,-0.4,0,1.601,0.086,-0.065,0,603.437,18.125,-17.115,11.786,0.031,-0.031,10.841,0.023,-0.023,11.774,0.000325,-0.000325,6.799040000000001,6.7983,-0.6,-0.01,1.687,1.536,586.322,11.817,11.754999999999999,10.863999999999999,10.818,11.774325,11.773674999999999
1,CANDIDATE,0,1.489154,9e-05,-8.30E-05,0,1.9,1.1,-1.6,0,0.17,0.098,-0.14,0,2.4,1.4,-1.9,0,99.9601,1.1949,-1.1678,10.1482,0.0535,-0.0535,0,0,0,9.90527,0.001001,-0.001001,1.489244,1.489071,0.2999999999999998,0.03,3.8,0.5,98.7923,10.201699999999999,10.0947,0,0,9.906271,9.904269
1,CANDIDATE,0,1.489184,0.000116,-0.000124,0,1,0.1,-0.1,0,0.09,0.01,-0.01,0,0.87,0,0,0,92.4615,1.7488,-1.686,10.0797,0.0487,-0.0487,0,0,0,9.99854,0.003787,-0.003787,1.4893,1.48906,0.9,0.08,0.87,0.87,90.7755,10.128400000000001,10.031,0,0,10.002327000000001,9.994753
1,FALSE POSITIVE,0,1.117027,3e-05,-3.00E-05,0,16.9,10.3,-8.7,0,1.51,0.92,-0.78,0,0.27,0,0,0,164.337,5.62,-5.267,16.76,0.2,-0.2,11.735,0.021,-0.021,15.2668,0.003816,-0.003816,1.117057,1.116997,8.2,0.73,0.27,0.27,159.07,16.96,16.560000000000002,11.756,11.713999999999999,15.270616,15.262984
0,FALSE POSITIVE,0,1.11704,2e-05,-2.00E-05,0,33.94,12.94,-15.98,0,3.028,1.154,-1.426,0,0.497973,0.018825,-0.018825,0,164.337,5.62,-5.267,16.76,0.2,-0.2,11.735,0.021,-0.021,15.2668,0.003816,-0.003816,1.11706,1.1170200000000001,17.959999999999997,1.602,0.516798,0.479148,159.07,16.96,16.560000000000002,11.756,11.713999999999999,15.270616,15.262984
1,CANDIDATE,1,14.1297,0.0018,-0.0022,0,1.4,0.12,-0.24,0,0.12,0.011,-0.021,0,0.69,0.028,-0.045,0,182.207,1.355,-1.336,13.265,0.149,-0.149,10.514,0.025,-0.025,12.8995,0.000709,-0.000709,14.131499999999999,14.1275,1.16,0.099,0.718,0.6449999999999999,180.87099999999998,13.414,13.116000000000001,10.539,10.488999999999999,12.900209,12.898791
1,CANDIDATE,0,4.63789,0.00012,-0.00011,0,2.04,0.45,-0.46,0,0.182,0.04,-0.041,0,1.021,0.202,-0.05,0,207.966,2.576,-2.514,12.027,0.026,-0.026,10.021,0.023,-0.023,11.6347,0.000305,-0.000305,4.6380099999999995,4.637779999999999,1.58,0.141,1.2229999999999999,0.9709999999999999,205.452,12.052999999999999,12.001,10.044,9.998000000000001,11.635005000000001,11.634395
0,CANDIDATE,0,4.637911,0.000157,-0.000153,0,1.87105305,0.27219923,-0.1829513,0,0.17,0.02,-0.02,0,0.985113,0.077417,-0.042418,0,207.966,2.576,-2.514,12.027,0.026,-0.026,10.021,0.023,-0.023,11.6347,0.000305,-0.000305,4.638068,4.637758,1.68810175,0.15000000000000002,1.06253,0.9426950000000001,205.452,12.052999999999999,12.001,10.044,9.998000000000001,11.635005000000001,11.634395
1,CANDIDATE,0,5.059033,0.000491,-0.000492,0,1.03801946,0.10475493,-0.0834247,0,0.09,0.01,-0.01,0,0.623766,0.01881,-0.017715,0,88.1751,0.2894,-0.2875,12.242,0.046,-0.046,9.338,0.023,-0.023,11.9006,0.000323,-0.000323,5.059524000000001,5.058541,0.9545947599999999,0.08,0.642576,0.606051,87.8876,12.288,12.196000000000002,9.360999999999999,9.315,11.900923,11.900277
0,CANDIDATE,0,5.059,0.00053,-0.00053,0,1.12,0.08,-0.07,0,0.1,0.007,-0.006,0,0.67224,0.063036,-0.059175,0,88.1751,0.2894,-0.2875,12.242,0.046,-0.046,9.338,0.023,-0.023,11.9006,0.000323,-0.000323,5.0595300000000005,5.05847,1.05,0.094,0.7352759999999999,0.613065,87.8876,12.288,12.196000000000002,9.360999999999999,9.315,11.900923,11.900277
1,CANDIDATE,0,1.876899,2e-05,-2.00E-05,0,13.2,1.5,-1.7,0,1.18,0.13,-0.15,0,0.774,0.089,-0.068,0,858.471,42.985,-39.133,15.883,0.092,-0.092,13.622,0.064,-0.064,15.818,0.000739,-0.000739,1.876919,1.8768790000000002,11.5,1.03,0.863,0.706,819.338,15.975,15.790999999999999,13.686,13.558,15.818738999999999,15.817261
1,CANDIDATE,0,10.99044,0.00126,-0.00127,0,1.16,0.13,-0.12,0,0.103,0.012,-0.011,0,0.500884,0.015006,-0.015006,0,82.2476,0.3005,-0.2984,14.622,0.092,-0.092,10.214,0.023,-0.023,13.5571,0.000491,-0.000491,10.9917,10.98917,1.04,0.092,0.51589,0.485878,81.9492,14.714,14.53,10.237,10.191,13.557591,13.556609
1,CANDIDATE,0,21.568409,0.000235,-0.000229,0,20.5,2.8,-2.1,0,1.83,0.25,-0.19,0,1.21,0,0,0,286.762,3.457,-3.378,12.29,0.08,-0.08,10.034,0.023,-0.023,12.0058,0.000665,-0.000665,21.568644,21.568179999999998,18.4,1.6400000000000001,1.21,1.21,283.384,12.37,12.209999999999999,10.057,10.011000000000001,12.006465,12.005135000000001
1,CANDIDATE,0,1.236438,2.2e-05,-2.20E-05,0,50,15,-15,0,4,1.3,-1.3,0,3.2,0.43,-0.28,0,1632.44,120.69,-105.39,15.076,0.229,-0.229,12.144,0.025,-0.025,14.5891,0.000649,-0.000649,1.23646,1.236416,35,2.7,3.6300000000000003,2.92,1527.05,15.305,14.847000000000001,12.169,12.119,14.589749,14.588451000000001
0,CANDIDATE,0,7.269622,0.000518,-0.000521,0,32.9,32.9,-25.8,0,2.94,2.94,-2.3,0,0.73,0,0,0,2948.78,306.84,-255,14.683,0.137,-0.137,11.788,0.021,-0.021,14.2624,0.000357,-0.000357,7.27014,7.269101,7.099999999999998,0.6400000000000001,0.73,0.73,2693.78,14.82,14.546,11.809000000000001,11.767,14.262756999999999,14.262043
1,CANDIDATE,0,7.269213,9.1e-05,-9.00E-05,0,163,48,-62,0,14.5,4.3,-5.5,0,6.93,0.6,-0.48,0,2948.78,306.84,-255,14.683,0.137,-0.137,11.788,0.021,-0.021,14.2624,0.000357,-0.000357,7.269304,7.269123,101,9,7.529999999999999,6.449999999999999,2693.78,14.82,14.546,11.809000000000001,11.767,14.262756999999999,14.262043
1,CANDIDATE,0,7.457597,9.6e-05,-9.10E-05,0,8.7,1.7,-1.9,0,0.78,0.15,-0.17,0,1.037,0.066,-0.105,0,512.891,6.854,-6.679,14.287,0.08,-0.08,11.755,0.024,-0.024,13.9311,0.000441,-0.000441,7.457693,7.4575059999999995,6.799999999999999,0.61,1.103,0.9319999999999999,506.212,14.367,14.207,11.779,11.731000000000002,13.931541000000001,13.930659
0,CANDIDATE,0,7.464758315,0.001165459,-0.001165459,0,11.93024915,2.6358557,-2.6358557,0,1.06434737,0.2351557,-0.2351557,0,1.15577,0,0,0,512.891,6.854,-6.679,14.287,0.08,-0.08,11.755,0.024,-0.024,13.9311,0.000441,-0.000441,7.465923774,7.463592856,9.29439345,0.8291916699999999,1.15577,1.15577,506.212,14.367,14.207,11.779,11.731000000000002,13.931541000000001,13.930659
1,CANDIDATE,0,43.1029,0.0066,-0.0067,0,12.2,1.2,-1.3,0,1.09,0.11,-0.12,0,1.923,0.042,-0.162,0,1327.27,79.41,-71.05,14.56,0.103,-0.103,12.689,0.027,-0.027,14.341,0.00044,-0.00044,43.1095,43.096199999999996,10.899999999999999,0.9700000000000001,1.965,1.7610000000000001,1256.22,14.663,14.457,12.716,12.662,14.341439999999999,14.34056
1,CANDIDATE,0,0.2633809,3e-06,-3.00E-06,0,370,100,-260,0,33,9,-23,0,37.7,6.2,-24.6,0,5933.99,1418.36,-987.38,13.945,0.08,-0.08,9.825,0.023,-0.023,13.2513,0.000441,-0.000441,0.26338389999999995,0.2633779,110,10,43.900000000000006,13.100000000000001,4946.61,14.025,13.865,9.847999999999999,9.802,13.251741,13.250859
1,CANDIDATE,0,15.20726,0.00011,-0.00013,0,26.2,7.8,-2.6,0,2.34,0.7,-0.23,0,1.59,0.47,-0.11,0,1484.79,126.12,-108.08,15.131,0.069,-0.069,13.306,0.038,-0.038,15.0024,0.000663,-0.000663,15.20737,15.20713,23.599999999999998,2.11,2.06,1.48,1376.71,15.200000000000001,15.062,13.344,13.267999999999999,15.003063,15.001737
0,CANDIDATE,0,15.207101,0.000389,-0.000392,0,12.7,5.1,-5.1,0,1.13,0.45,-0.45,0,0.84,0,0,0,1484.79,126.12,-108.08,15.131,0.069,-0.069,13.306,0.038,-0.038,15.0024,0.000663,-0.000663,15.20749,15.206709,7.6,0.6799999999999999,0.84,0.84,1376.71,15.200000000000001,15.062,13.344,13.267999999999999,15.003063,15.001737
1,CANDIDATE,0,0.738067,2.6e-05,-2.60E-05,0,260,200,-140,0,23,20,-12,0,25,18,-11,0,5304.36,1184.7,-837.23,14.823,0.126,-0.126,10.92,0.023,-0.023,14.171,0.000398,-0.000398,0.738093,0.7380410000000001,120,11,43,14,4467.129999999999,14.949,14.697000000000001,10.943,10.897,14.171398,14.170601999999999
0,CANDIDATE,0,4.135707,0.000307,-0.000341,0,1.59980974,0.15902354,-0.10782282,0,0.14,0.01,-0.01,0,0.76364,0.025348,-0.018194,0,215.626,2.584,-2.525,13.056,0.103,-0.103,10.81,0.023,-0.023,12.8195,0.000866,-0.000866,4.136014,4.135366,1.49198692,0.13,0.788988,0.7454459999999999,213.101,13.158999999999999,12.953,10.833,10.787,12.820366,12.818634
1,CANDIDATE,0,4.13556,0.00029,-0.00028,0,1.44,0.1,-0.21,0,0.128,0.009,-0.019,0,0.761,0.021,-0.022,0,215.626,2.584,-2.525,13.056,0.103,-0.103,10.81,0.023,-0.023,12.8195,0.000866,-0.000866,4.13585,4.13528,1.23,0.109,0.782,0.739,213.101,13.158999999999999,12.953,10.833,10.787,12.820366,12.818634
0,CANDIDATE,0,6.631247,0.001124,-0.001067,0,1.35955936,0.13796347,-0.11356907,0,0.12,0.01,-0.01,0,0.76364,0.025348,-0.018194,0,215.626,2.584,-2.525,13.056,0.103,-0.103,10.81,0.023,-0.023,12.8195,0.000866,-0.000866,6.632371,6.63018,1.24599029,0.11,0.788988,0.7454459999999999,213.101,13.158999999999999,12.953,10.833,10.787,12.820366,12.818634
1,CANDIDATE,0,6.63107,0.00054,-0.00056,0,1.52,0.12,-0.23,0,0.136,0.011,-0.021,0,0.761,0.021,-0.022,0,215.626,2.584,-2.525,13.056,0.103,-0.103,10.81,0.023,-0.023,12.8195,0.000866,-0.000866,6.63161,6.63051,1.29,0.115,0.782,0.739,213.101,13.158999999999999,12.953,10.833,10.787,12.820366,12.818634
1,CANDIDATE,0,1.726115,9.8e-05,-9.70E-05,0,5.6,2.2,-2,0,0.5,0.2,-0.2,0,0.839,0.225,-0.096,0,372.764,5.112,-4.978,13.961,0.08,-0.08,11.435,0.027,-0.027,13.5994,0.000769,-0.000769,1.726213,1.726018,3.5999999999999996,0.3,1.064,0.743,367.786,14.041,13.881,11.462,11.408000000000001,13.600169,13.598631
1,CANDIDATE,0,1.2539936,2.6e-06,-2.60E-06,0,31.7,7.9,-11.7,0,2.83,0.7,-1.04,0,0.948,0.054,-0.209,0,328.975,2.628,-2.588,13.536,0.103,-0.103,11.17,0.023,-0.023,13.1757,0.000412,-0.000412,1.2539962,1.253991,20,1.79,1.002,0.739,326.387,13.639,13.433,11.193,11.147,13.176112000000002,13.175288
1,CANDIDATE,0,0.9085915,5.1e-06,-5.10E-06,0,23.1,6.6,-8,0,2.06,0.59,-0.7,0,0.95,0.065,-0.034,0,664.39,16.195,-15.456,15.005,0.08,-0.08,12.784,0.03,-0.03,14.7823,0.00046,-0.00046,0.9085966,0.9085864,15.100000000000001,1.36,1.015,0.9159999999999999,648.934,15.085,14.925,12.814,12.754000000000001,14.78276,14.781839999999999
1,CANDIDATE,0,6.421719,0.000162,-0.000165,0,15.3,1.8,-1.4,0,1.36,0.16,-0.12,0,1.1,0,0,0,1159.18,147.17,-117.76,14.03,0.092,-0.092,12.328,0.03,-0.03,13.7995,0.000583,-0.000583,6.421881000000001,6.421554,13.9,1.2400000000000002,1.1,1.1,1041.42,14.122,13.937999999999999,12.357999999999999,12.298,13.800083,13.798917
1,CANDIDATE,0,2.74324,0.00017,-0.00017,0,28,5.3,-14.2,0,2.5,0.47,-1.27,0,4.88,0.39,-0.27,0,1634.87,102.02,-90.88,14.245,0.137,-0.137,11.176,0.029,-0.029,13.8054,0.000389,-0.000389,2.74341,2.7430700000000003,13.8,1.23,5.27,4.609999999999999,1543.9899999999998,14.382,14.107999999999999,11.205,11.147,13.805789,13.805011
1,CANDIDATE,0,0.533393,2.5e-05,-2.70E-05,0,19.5,4.8,-12.6,0,1.74,0.43,-1.12,0,14.8,3.5,-9.2,0,7293.03,2993.07,-1854.2,13.608,0.08,-0.08,9.774,0.023,-0.023,12.9376,0.00106,-0.00106,0.5334180000000001,0.533366,6.9,0.6199999999999999,18.3,5.600000000000001,5438.83,13.688,13.528,9.796999999999999,9.751,12.93866,12.936539999999999
1,CANDIDATE,0,23.510811,0.001456,-0.001427,0,18.4,1.8,-1.2,0,1.64,0.16,-0.11,0,0.97,0,0,0,323.937,2.74,-2.696,13.713,0.149,-0.149,11.173,0.026,-0.026,13.3212,0.000277,-0.000277,23.512267,23.509384,17.2,1.5299999999999998,0.97,0.97,321.241,13.861999999999998,13.564,11.199,11.147,13.321477,13.320922999999999
1,CANDIDATE,0,21.521554,0.005087,-0.006118,0,2.40003126,23.64257126,-0.57504184,0,0.21,2.11,-0.05,0,1.160188,0.170933,-0.142291,0,247.207,3.092,-3.018,12.397,0.057,-0.057,9.919,0.021,-0.021,11.9537,0.00021,-0.00021,21.526640999999998,21.515435999999998,1.82498942,0.15999999999999998,1.331121,1.017897,244.189,12.454,12.34,9.940000000000001,9.898,11.953909999999999,11.95349
1,CANDIDATE,0,5.33988,0.00057,-0.00054,0,1.27,0.18,-0.26,0,0.113,0.016,-0.023,0,0.611,0.069,-0.067,0,184.786,1.1475,-1.1475,15.57,0.2,-0.2,10.998,0.023,-0.023,13.9598,0.000406,-0.000406,5.34045,5.33934,1.01,0.09,0.6799999999999999,0.544,183.6385,15.77,15.370000000000001,11.020999999999999,10.975,13.960206,13.959394
1,CANDIDATE,0,6.689131,5.1e-05,-5.50E-05,0,29.9,9,-13.4,0,2.67,0.8,-1.2,0,1.011,0.099,-0.159,0,739.351,26.222,-24.513,15.051,0.046,-0.046,12.871,0.031,-0.031,14.8065,0.000375,-0.000375,6.689182,6.689076,16.5,1.47,1.1099999999999999,0.8519999999999999,714.838,15.097,15.005,12.902000000000001,12.84,14.806875,14.806125
1,CANDIDATE,0,0,0,0,0,13.66,1.09,-0.77,0,1.219,0.0972,-0.069,0,0.738,0.059,-0.027,0,177.075,1.442,-1.419,13.519,0.15,-0.15,10.502,0,0,13.1079,0.000446,-0.000446,0,0,12.89,1.1500000000000001,0.7969999999999999,0.711,175.65599999999998,13.669,13.369,10.502,10.502,13.108346000000001,13.107454
1,CANDIDATE,0,3.6322288,9.7e-06,-9.80E-06,0,32.2,3.1,-2,0,2.87,0.28,-0.2,0,2.67,0.26,-0.13,0,682.985,23.413,-21.935,12.098,0.057,-0.057,10.234,0.022,-0.022,11.7935,0.000422,-0.000422,3.6322385,3.632219,30.200000000000003,2.67,2.9299999999999997,2.54,661.0500000000001,12.155000000000001,12.041,10.256,10.212,11.793922,11.793078
1,CANDIDATE,0,10.14588,0.0002,-0.00021,0,19.43,1.31,-0.9,0,1.733,0.117,-0.08,0,1.198,0.075,-0.035,0,1420.16,109.92,-95.42,15.996,0.126,-0.126,13.878,0.045,-0.045,15.7144,0.000778,-0.000778,10.14608,10.14567,18.53,1.653,1.273,1.163,1324.74,16.122,15.870000000000001,13.923,13.833,15.715178,15.713621999999999
1,CANDIDATE,0,11.12366,0.00086,-0.00089,0,1.8,0.11,-0.25,0,0.16,0.0098,-0.022,0,0.8327,0.0088,-0.0129,0,229.811,2.556,-2.5,12.871,0.08,-0.08,10.745,0.037,-0.037,12.6525,0.000374,-0.000374,11.124519999999999,11.12277,1.55,0.138,0.8415,0.8198,227.311,12.951,12.791,10.782,10.707999999999998,12.652874,12.652125999999999
0,CANDIDATE,0,11.123654,0.001467,-0.001235,0,1.71707978,0.14261404,-0.11883658,0,0.15,0.01,-0.01,0,0.820733,0.029427,-0.023007,0,229.811,2.556,-2.5,12.871,0.08,-0.08,10.745,0.037,-0.037,12.6525,0.000374,-0.000374,11.125121,11.122419,1.5982432,0.13999999999999999,0.85016,0.797726,227.311,12.951,12.791,10.782,10.707999999999998,12.652874,12.652125999999999
1,CANDIDATE,0,0,0,0,0,57,15,-21,0,5.1,1.3,-1.9,0,1.532,0.082,-0.079,0,484.765,8.348,-8.075,13.455,0.092,-0.092,11.071,0.023,-0.023,13.1623,0.000448,-0.000448,0,0,36,3.1999999999999997,1.614,1.453,476.69,13.547,13.363,11.094,11.048,13.162748,13.161852
1,CANDIDATE,0,1.15144,3.4e-05,-3.00E-05,0,0,0,0,0,0,0,0,0,1.91,0.02,-0.02,0,575.697,12.074,-11.596,12.208,0.057,-0.057,10.707,0.024,-0.024,12.0777,0.000215,-0.000215,1.151474,1.15141,0,0,1.93,1.89,564.101,12.265,12.151,10.731,10.683000000000002,12.077915,12.077485
0,CANDIDATE,0,1.151471,4.1e-05,-4.20E-05,0,12.4,9.4,-5.9,0,1.11,0.84,-0.53,0,1.64,0,0,0,575.697,12.074,-11.596,12.208,0.057,-0.057,10.707,0.024,-0.024,12.0777,0.000215,-0.000215,1.1515119999999999,1.1514289999999998,6.5,0.5800000000000001,1.64,1.64,564.101,12.265,12.151,10.731,10.683000000000002,12.077915,12.077485
1,CANDIDATE,0,14.94889,0.00022,-0.00022,0,21.9,7.6,-15.7,0,1.95,0.68,-1.4,0,1.69,0.42,-0.99,0,477.026,0,0,12.487,0.069,-0.069,10.891,0.019,-0.019,12.29,0.000215,-0.000215,14.949110000000001,14.94867,6.199999999999999,0.55,2.11,0.7,477.026,12.556000000000001,12.418,10.91,10.872,12.290215,12.289784999999998
0,CANDIDATE,0,14.948966,0.000317,-0.000323,0,36.94985751,38.70761946,-18.8609616,0,3.3,3.45,-1.68,0,1.524443,0.277319,-0.156065,0,477.026,0,0,12.487,0.069,-0.069,10.891,0.019,-0.019,12.29,0.000215,-0.000215,14.949283000000001,14.948643,18.08889591,1.6199999999999999,1.801762,1.3683779999999999,477.026,12.556000000000001,12.418,10.91,10.872,12.290215,12.289784999999998
1,CANDIDATE,0,3.0203,0.00032,-0.00032,0,5.6,1.8,-2.7,0,0.5,0.16,-0.24,0,1.265,0.091,-0.081,0,409.372,5.131,-5.007,13.601,0.057,-0.057,10.998,0.023,-0.023,13.1762,0.00033,-0.00033,3.02062,3.0199800000000003,2.8999999999999995,0.26,1.3559999999999999,1.184,404.365,13.658000000000001,13.544,11.020999999999999,10.975,13.17653,13.17587
1,CANDIDATE,0,13.12227,0.00082,-0.00082,0,2.02,0.13,-0.23,0,0.18,0.012,-0.021,0,1.004,0.037,-0.015,0,311.378,3.448,-3.375,12.555,0.08,-0.08,10.756,0.034,-0.034,12.4348,0.000227,-0.000227,13.12309,13.121450000000001,1.79,0.159,1.041,0.989,308.003,12.635,12.475,10.790000000000001,10.722,12.435027,12.434572999999999
0,CANDIDATE,0,13.125244,0.002228,-0.002305,0,1.67711859,0.29237438,-0.15440414,0,0.15,0.03,-0.01,0,0.976723,0.060696,-0.039004,0,311.378,3.448,-3.375,12.555,0.08,-0.08,10.756,0.034,-0.034,12.4348,0.000227,-0.000227,13.127472000000001,13.122939,1.52271445,0.13999999999999999,1.037419,0.937719,308.003,12.635,12.475,10.790000000000001,10.722,12.435027,12.434572999999999
1,CANDIDATE,0,19.68075,0.00091,-0.00081,0,2.55,0.22,-0.24,0,0.227,0.02,-0.021,0,1.079,0.082,-0.023,0,264.321,2.8,-2.744,12.106,0.069,-0.069,10.355,0.03,-0.03,11.9544,0.000239,-0.000239,19.68166,19.67994,2.3099999999999996,0.20600000000000002,1.161,1.056,261.577,12.175,12.036999999999999,10.385,10.325000000000001,11.954639,11.954161
0,CANDIDATE,0,19.679411,0.001107,-0.001002,0,2.31529508,0.41636249,-0.1762418,0,0.21,0.04,-0.02,0,1.002168,0.061336,-0.04631,0,264.321,2.8,-2.744,12.106,0.069,-0.069,10.355,0.03,-0.03,11.9544,0.000239,-0.000239,19.680518000000003,19.678409000000002,2.1390532799999997,0.19,1.063504,0.955858,261.577,12.175,12.036999999999999,10.385,10.325000000000001,11.954639,11.954161
1,CANDIDATE,0,3.38492,0.00017,-0.00013,0,1.48,0.21,-0.45,0,0.132,0.019,-0.04,0,0.528,0.058,-0.096,0,145.158,0.681,-0.674,13.824,0.126,-0.126,10.503,0.021,-0.021,13.2894,0.001127,-0.001127,3.38509,3.38479,1.03,0.092,0.5860000000000001,0.43200000000000005,144.48399999999998,13.95,13.698,10.524000000000001,10.482,13.290527,13.288273
0,CANDIDATE,0,3.907236555,0.001276801,-0.001276801,0,15.34164425,1.3672248,-1.3672248,0,1.36869218,0.12197584,-0.12197584,0,1.17027,0,0,0,996.938,32.772,-30.786,14.898,0.057,-0.057,13.091,0.034,-0.034,14.8037,0.000385,-0.000385,3.908513356,3.905959754,13.97441945,1.24671634,1.17027,1.17027,966.152,14.955,14.841,13.125,13.056999999999999,14.804084999999999,14.803315
1,CANDIDATE,0,3.90518,6.4e-05,-6.60E-05,0,16.3,1.9,-1.3,0,1.45,0.17,-0.12,0,1.282,0.137,-0.06,0,996.938,32.772,-30.786,14.898,0.057,-0.057,13.091,0.034,-0.034,14.8037,0.000385,-0.000385,3.905244,3.905114,15,1.33,1.419,1.222,966.152,14.955,14.841,13.125,13.056999999999999,14.804084999999999,14.803315
1,CANDIDATE,0,28.077484,0.002115,-0.002199,0,67.3,68.1,-45.1,0,6,6.08,-4.02,0,1.54,0,0,0,805.464,59.692,-52.096,13.187,0.08,-0.08,11.268,0.023,-0.023,12.9465,0.0006,-0.0006,28.079598999999998,28.075284999999997,22.199999999999996,1.9800000000000004,1.54,1.54,753.368,13.267,13.107,11.291,11.245000000000001,12.9471,12.9459
1,CANDIDATE,0,11.86386,0.00082,-0.00083,0,2.21,0.16,-0.35,0,0.197,0.014,-0.031,0,0.848,0.016,-0.019,0,218.345,2.525,-2.469,12.792,0.057,-0.057,10.64,0.021,-0.021,12.5475,0.000917,-0.000917,11.86468,11.86303,1.8599999999999999,0.166,0.864,0.829,215.876,12.849,12.735,10.661000000000001,10.619,12.548416999999999,12.546583
