default_flag,disposition,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,CANDIDATE,0,11.32560000000,0.00190000000,-0.00180000000,0,2.18000000,0.24000000,-0.57000000,0,0.19400000,0.02100000,-0.05100000,0,1.043000,0.070000,-0.082000,0,349.77000000,4.80400000,-4.67800000,13.2710000,0.1030000,-0.1030000,10.8560000,0.0250000,-0.0250000,12.9945000,0.0003300,-0.0003300
1,CANDIDATE,0,2.92370000000,0.00030000000,-0.00055000000,0,2.57000000,0.95000000,-0.67000000,0,0.22900000,0.08500000,-0.06000000,0,0.573000,0.204000,-0.098000,0,386.46600000,13.01850000,-13.01850000,17.1386000,0.0465000,-0.0465000,12.7330000,0.0320000,-0.0320000,16.2643000,0.0007660,-0.0007660
1,CANDIDATE,0,14.08549000000,0.00019000000,-0.00019000000,0,21.10000000,2.10000000,-2.10000000,0,1.88000000,0.19000000,-0.19000000,0,1.320000,0.130000,-0.130000,0,511.32100000,13.09500000,-12.46700000,13.0680000,0.1260000,-0.1260000,10.7720000,0.0250000,-0.0250000,12.7827000,0.0003600,-0.0003600
1,CANDIDATE,0,15.08180000000,0.00250000000,-0.00240000000,0,1.83000000,0.25000000,-0.29000000,0,0.16300000,0.02200000,-0.02600000,0,0.514000,0.058000,-0.039000,0,161.50300000,0.72200000,-0.72200000,14.6800000,0.0280000,-0.0280000,11.0500000,0.0210000,-0.0210000,14.0599000,0.0003020,-0.0003020
1,CANDIDATE,0,3.16363000000,0.00029000000,-0.00029000000,0,1.25000000,0.18000000,-0.23000000,0,0.11200000,0.01600000,-0.02100000,0,0.514000,0.058000,-0.039000,0,161.50300000,0.72200000,-0.72200000,14.6800000,0.0280000,-0.0280000,11.0500000,0.0210000,-0.0210000,14.0599000,0.0003020,-0.0003020
0,FALSE POSITIVE,0,1.31559000000,0.00002400000,-0.00002400000,0,102.00000000,68.00000000,-68.00000000,0,9.10000000,6.10000000,-6.10000000,0,2.300000,0.870000,-0.870000,0,262.67200000,16.34500000,-14.56400000,10.4850000,0.0060000,-0.0060000,9.1090000,0.0170000,-0.0170000,10.4364000,0.0010980,-0.0010980
1,FALSE POSITIVE,0,1.31559180000,0.00000430000,-0.00000840000,0,38.30000000,7.30000000,-7.80000000,0,3.42000000,0.65000000,-0.70000000,0,1.690000,0.320000,-0.340000,0,262.67200000,16.34500000,-14.56400000,10.4850000,0.0060000,-0.0060000,9.1090000,0.0170000,-0.0170000,10.4364000,0.0010980,-0.0010980
0,FALSE POSITIVE,0,0.96996700000,0.00001200000,-0.00001200000,0,59.00000000,26.00000000,-26.00000000,0,5.30000000,2.30000000,-2.30000000,0,1.540000,0.070000,-0.070000,0,474.61000000,11.14300000,-10.65200000,13.0920000,1.1330000,-1.1330000,10.2160000,0.0180000,-0.0180000,12.6854000,0.0003200,-0.0003200
1,FALSE POSITIVE,0,0.96997227000,,,0,,,,,,,,,,,,,474.61000000,11.14300000,-10.65200000,13.0920000,1.1330000,-1.1330000,10.2160000,0.0180000,-0.0180000,12.6854000,0.0003200,-0.0003200
0,FALSE POSITIVE,0,0.97001600000,0.00051400000,-0.00051400000,0,6.29000000,0.61000000,-0.61000000,0,0.56100000,0.05400000,-0.05400000,0,0.870000,0.050000,-0.050000,0,474.61000000,11.14300000,-10.65200000,13.0920000,1.1330000,-1.1330000,10.2160000,0.0180000,-0.0180000,12.6854000,0.0003200,-0.0003200
1,CANDIDATE,0,23.96830000000,0.00440000000,-0.00130000000,0,1.61190000,0.14130000,-0.13430000,0,0.14380433,0.01260596,-0.01198146,0,1.129000,0.073000,-0.067000,0,217.64700000,1.95000000,-1.91600000,12.6110000,1.1330000,-1.1330000,9.8280000,0.0180000,-0.0180000,12.1482000,0.0001950,-0.0001950
0,CANDIDATE,0,19.86047600000,0.00197500000,-0.00216500000,0,2.08349198,0.53944997,-0.21755419,0,0.19000000,0.05000000,-0.02000000,0,0.696718,0.020510,-0.020391,0,148.95400000,0.94900000,-0.93700000,12.9780000,0.0690000,-0.0690000,10.2720000,0.0170000,-0.0170000,12.6611000,0.0003000,-0.0003000
1,CANDIDATE,0,19.86060000000,0.00150000000,-0.00150000000,0,2.21000000,0.45000000,-0.54000000,0,0.19700000,0.04000000,-0.04800000,0,0.648000,0.071000,-0.064000,0,148.95400000,0.94900000,-0.93700000,12.9780000,0.0690000,-0.0690000,10.2720000,0.0170000,-0.0170000,12.6611000,0.0003000,-0.0003000
0,CANDIDATE,0,4.72048898787,0.00000206769,-0.00000206769,0,14.61863458,3.08971260,-3.08971260,0,1.30418947,0.27564617,-0.27564617,0,0.489916,0.015034,-0.015034,0,143.97930000,,,15.1430000,0.1170000,-0.1170000,10.6540000,0.0180000,-0.0180000,14.1332000,0.0023040,-0.0023040
1,CANDIDATE,0,4.72046000000,0.00003300000,-0.00003600000,0,8.70000000,2.60000000,-3.20000000,0,0.78000000,0.23000000,-0.29000000,0,0.385000,0.066000,-0.012000,0,143.97930000,,,15.1430000,0.1170000,-0.1170000,10.6540000,0.0180000,-0.0180000,14.1332000,0.0023040,-0.0023040
1,CANDIDATE,0,1.14300180000,,,0,,,,,,,,,3.284950,,,0,956.79600000,21.86600000,-20.92600000,13.6130000,0.1260000,-0.1260000,10.8750000,0.0190000,-0.0190000,13.1710000,0.0012720,-0.0012720
1,CANDIDATE,0,3.74234000000,0.00027000000,-0.00027000000,0,1.61000000,0.37000000,-0.22000000,0,0.14400000,0.03300000,-0.02000000,0,0.502000,0.110000,-0.020000,0,139.31700000,0.92000000,-0.90800000,15.6950000,0.1830000,-0.1830000,11.4410000,0.0200000,-0.0200000,14.7036000,0.0003750,-0.0003750
1,CANDIDATE,2,24.27470000000,0.00140000000,-0.00140000000,0,1.56000000,0.17000000,-0.25000000,0,0.13900000,0.01500000,-0.02200000,0,0.424000,0.025000,-0.010000,0,125.52900000,0.51600000,-0.51200000,14.5220000,0.0150000,-0.0150000,10.7650000,0.0180000,-0.0180000,13.8042000,0.0003410,-0.0003410
0,FALSE POSITIVE,0,1.14898330000,0.00000890000,-0.00000890000,0,76.00000000,73.00000000,-73.00000000,0,6.80000000,6.50000000,-6.50000000,0,2.000000,1.600000,-1.600000,0,260.90300000,,,14.2040000,0.1370000,-0.1370000,11.1910000,0.0210000,-0.0210000,13.6704000,0.0005650,-0.0005650
1,FALSE POSITIVE,0,1.14907861000,,,0,,,,,,,,,1.005670,,,0,260.90300000,,,14.2040000,0.1370000,-0.1370000,11.1910000,0.0210000,-0.0210000,13.6704000,0.0005650,-0.0005650
1,CANDIDATE,0,7.46967000000,0.00052000000,-0.00056000000,0,2.40000000,0.81000000,-2.25000000,0,0.21000000,0.07200000,-0.20100000,0,0.279000,0.042000,-0.036000,0,106.00300000,0.82500000,-0.81300000,14.7440000,1.0300000,-1.0300000,11.9500000,0.0220000,-0.0220000,15.5862000,0.0008540,-0.0008540
0,CANDIDATE,0,2.16594452000,,,0,,,,,,,,,1.306350,0.075129,-0.046519,0,216.41100000,2.28100000,-2.23500000,11.4290000,0.0460000,-0.0460000,9.6260000,0.0180000,-0.0180000,11.1630000,0.0008730,-0.0008730
1,CANDIDATE,0,2.16597600000,0.00003300000,-0.00002800000,0,2.61000000,0.44000000,-0.53000000,0,0.23300000,0.03900000,-0.04700000,0,1.100000,0.180000,-0.150000,0,216.41100000,2.28100000,-2.23500000,11.4290000,0.0460000,-0.0460000,9.6260000,0.0180000,-0.0180000,11.1630000,0.0008730,-0.0008730
0,CANDIDATE,0,2.16595219375,0.00001573432,-0.00001573432,0,2.91081826,1.81778600,-1.81778600,0,0.25968626,0.16217228,-0.16217228,0,1.306350,0.060824,-0.060824,0,216.41100000,2.28100000,-2.23500000,11.4290000,0.0460000,-0.0460000,9.6260000,0.0180000,-0.0180000,11.1630000,0.0008730,-0.0008730
0,CANDIDATE,0,14.27669647000,,,0,,,,,,,,,0.701437,0.041534,-0.043039,0,254.16200000,2.18900000,-2.15200000,14.0600000,0.1830000,-0.1830000,11.3230000,0.0170000,-0.0170000,13.6004000,0.0003020,-0.0003020
0,CANDIDATE,0,14.26830000000,0.00120000000,-0.00120000000,0,,,,,,,,,0.600000,0.020000,-0.010000,0,254.16200000,2.18900000,-2.15200000,14.0600000,0.1830000,-0.1830000,11.3230000,0.0170000,-0.0170000,13.6004000,0.0003020,-0.0003020
1,CANDIDATE,0,14.26763000000,0.00090000000,-0.00091000000,0,2.04000000,0.11000000,-0.25000000,0,0.18200000,0.00980000,-0.02200000,0,0.603000,0.013000,-0.020000,0,254.16200000,2.18900000,-2.15200000,14.0600000,0.1830000,-0.1830000,11.3230000,0.0170000,-0.0170000,13.6004000,0.0003020,-0.0003020
0,CANDIDATE,0,4.86406000000,0.00028000000,-0.00028000000,0,1.09000000,0.13000000,-0.13000000,0,0.09700000,0.01200000,-0.01200000,0,0.298809,0.008932,-0.008932,0,59.96970000,0.25080000,-0.24870000,15.8300000,0.2000000,-0.2000000,10.9930000,0.0180000,-0.0180000,14.5207000,0.0003650,-0.0003650
1,CANDIDATE,0,4.86496000000,0.00029000000,-0.00028000000,0,1.09000000,0.18000000,-0.35000000,0,0.09720000,0.01600000,-0.03100000,0,0.261000,0.037000,-0.044000,0,59.96970000,0.25080000,-0.24870000,15.8300000,0.2000000,-0.2000000,10.9930000,0.0180000,-0.0180000,14.5207000,0.0003650,-0.0003650
1,CANDIDATE,0,15.97700259000,,,0,,,,,,,,,1.045270,,,0,198.03200000,,,11.3430000,0.0340000,-0.0340000,9.7340000,0.0170000,-0.0170000,11.5746000,0.0003470,-0.0003470
1,CANDIDATE,0,3.73424390000,0.00000900000,-0.00000910000,0,30.71000000,0.54000000,-6.89000000,0,2.74000000,0.04800000,-0.61500000,0,2.642000,0.044000,-0.591000,0,798.46500000,30.87000000,-28.69600000,12.6600000,0.0570000,-0.0570000,10.8760000,0.0200000,-0.0200000,12.4537000,0.0002250,-0.0002250
0,CANDIDATE,0,3.73478175000,,,0,,,,,,,,,2.277590,0.100560,-0.158721,0,798.46500000,30.87000000,-28.69600000,12.6600000,0.0570000,-0.0570000,10.8760000,0.0200000,-0.0200000,12.4537000,0.0002250,-0.0002250
0,CANDIDATE,0,0.56705500000,0.00014500000,-0.00014500000,0,16.22000000,6.26000000,-6.26000000,0,1.44700000,0.55800000,-0.55800000,0,1.420000,0.540000,-0.540000,0,1629.15000000,581.39000000,-370.02000000,17.8854000,0.0459000,-0.0459000,,,,17.8605000,0.0014530,-0.0014530
1,CANDIDATE,0,0.56701950000,0.00000910000,-0.00000910000,0,,,,,,,,,,,,,1629.15000000,581.39000000,-370.02000000,17.8854000,0.0459000,-0.0459000,,,,17.8605000,0.0014530,-0.0014530
1,CANDIDATE,0,14.14523900000,0.00044500000,-0.00046800000,0,14.86409395,1.81319719,-1.51573469,0,1.33000000,0.16000000,-0.14000000,0,2.153810,0.257500,-0.210099,0,644.68200000,16.28400000,-15.51400000,12.9070000,0.0800000,-0.0800000,10.0790000,0.0180000,-0.0180000,12.5676000,0.0007840,-0.0007840
0,CANDIDATE,0,14.14459000000,0.00094000000,-0.00094000000,0,16.60000000,2.00000000,-2.00000000,0,1.48000000,0.18000000,-0.18000000,0,2.690000,0.200000,-0.200000,0,644.68200000,16.28400000,-15.51400000,12.9070000,0.0800000,-0.0800000,10.0790000,0.0180000,-0.0180000,12.5676000,0.0007840,-0.0007840
1,CANDIDATE,0,2.38677200000,0.00007200000,-0.00007300000,0,4.00000000,1.50000000,-6.50000000,0,0.40000000,0.13000000,-0.58000000,0,0.286000,0.090000,-0.370000,0,245.86100000,9.93900000,-9.20800000,,,,13.8840000,0.0570000,-0.0570000,17.7786000,0.0009440,-0.0009440
0,CANDIDATE,0,2.38669000000,0.00013000000,-0.00013000000,0,3.50000000,2.40000000,-2.40000000,0,0.31000000,0.21000000,-0.21000000,0,0.290000,0.180000,-0.180000,0,245.86100000,9.93900000,-9.20800000,,,,13.8840000,0.0570000,-0.0570000,17.7786000,0.0009440,-0.0009440
1,CANDIDATE,0,43.36143000000,0.00065000000,-0.00066000000,0,29.80000000,9.30000000,-12.30000000,0,2.66000000,0.83000000,-1.10000000,0,1.472000,0.258000,-0.075000,0,647.06200000,17.93800000,-17.01200000,13.0160000,0.1260000,-0.1260000,11.3900000,0.0180000,-0.0180000,12.7841000,0.0002170,-0.0002170
1,CANDIDATE,0,27.35310300000,0.00729000000,-0.00747200000,0,3.05048319,0.69343493,-0.42840072,0,0.27000000,0.06000000,-0.04000000,0,1.448467,0.245169,-0.181312,0,386.59900000,6.27500000,-6.08000000,12.2080000,0.0400000,-0.0400000,9.8170000,0.0190000,-0.0190000,11.6065000,0.0004270,-0.0004270
0,CANDIDATE,0,2.35771000000,0.00011000000,-0.00011000000,0,3.00000000,1.80000000,-1.80000000,0,0.27000000,0.16000000,-0.16000000,0,0.267000,0.051000,-0.051000,0,165.30300000,3.02000000,-2.91600000,17.6000000,0.2000000,-0.2000000,12.6940000,0.0300000,-0.0300000,16.4023000,0.0010830,-0.0010830
1,CANDIDATE,0,2.35765100000,0.00009200000,-0.00009000000,0,1.95000000,0.38000000,-1.09000000,0,0.17400000,0.03400000,-0.09720000,0,0.267000,0.043000,-0.060000,0,165.30300000,3.02000000,-2.91600000,17.6000000,0.2000000,-0.2000000,12.6940000,0.0300000,-0.0300000,16.4023000,0.0010830,-0.0010830
1,CANDIDATE,0,27.93290000000,0.00830000000,-0.00400000000,0,2.51000000,0.66000000,-0.42000000,0,0.22400000,0.05900000,-0.03700000,0,0.573000,0.144000,-0.019000,0,275.43870000,,,15.6900000,0.0530000,-0.0530000,11.7080000,0.0200000,-0.0200000,14.9653000,0.0011560,-0.0011560
1,CANDIDATE,0,3.72007000000,0.00047000000,-0.00035000000,0,1.55000000,0.20000000,-0.33000000,0,0.13800000,0.02000000,-0.02900000,0,0.986000,0.077000,-0.033000,0,360.78100000,5.68000000,-5.51000000,12.8390000,0.0800000,-0.0800000,11.1410000,0.0200000,-0.0200000,12.6579000,0.0001850,-0.0001850
1,CANDIDATE,0,1.39657671000,,,0,,,,,,,,,0.969770,0.059489,-0.040210,0,311.10700000,3.87000000,-3.77900000,13.1320000,0.0800000,-0.0800000,10.7670000,0.0270000,-0.0270000,12.9104000,0.0002770,-0.0002770
0,CANDIDATE,0,1.39629100000,0.00008200000,-0.00008200000,0,1.89000000,0.44000000,-0.44000000,0,0.16900000,0.03900000,-0.03900000,0,1.020000,0.220000,-0.220000,0,311.10700000,3.87000000,-3.77900000,13.1320000,0.0800000,-0.0800000,10.7670000,0.0270000,-0.0270000,12.9104000,0.0002770,-0.0002770
1,CANDIDATE,0,31.35370000000,0.00190000000,-0.00190000000,0,3.85000000,0.25000000,-0.29000000,0,0.34300000,0.02200000,-0.02600000,0,0.816000,0.033000,-0.023000,0,218.68500000,2.00200000,-1.96700000,13.0060000,0.1030000,-0.1030000,10.6790000,0.0190000,-0.0190000,12.6821000,0.0001710,-0.0001710
1,CANDIDATE,0,14.84840000000,0.00110000000,-0.00100000000,0,2.68000000,0.18000000,-0.35000000,0,0.23900000,0.01600000,-0.03100000,0,0.816000,0.033000,-0.023000,0,218.68500000,2.00200000,-1.96700000,13.0060000,0.1030000,-0.1030000,10.6790000,0.0190000,-0.0190000,12.6821000,0.0001710,-0.0001710
1,CANDIDATE,0,10.06960000000,0.00120000000,-0.00130000000,0,1.69000000,0.15000000,-0.29000000,0,0.15100000,0.01300000,-0.02600000,0,0.816000,0.033000,-0.023000,0,218.68500000,2.00200000,-1.96700000,13.0060000,0.1030000,-0.1030000,10.6790000,0.0190000,-0.0190000,12.6821000,0.0001710,-0.0001710
0,CANDIDATE,0,3.64940000000,,,0,,,,,,,,,0.326267,0.009829,-0.009829,0,93.14580000,0.60990000,-0.60210000,16.4160000,0.1050000,-0.1050000,11.7150000,0.0180000,-0.0180000,15.3763000,0.0006780,-0.0006780
1,CANDIDATE,0,3.65017000000,0.00029000000,-0.00027000000,0,1.15000000,0.25000000,-0.24000000,0,0.10300000,0.02200000,-0.02100000,0,0.249000,0.050000,-0.025000,0,93.14580000,0.60990000,-0.60210000,16.4160000,0.1050000,-0.1050000,11.7150000,0.0180000,-0.0180000,15.3763000,0.0006780,-0.0006780
0,CANDIDATE,0,5.76630000000,,,0,,,,,,,,,0.326267,0.009829,-0.009829,0,93.14580000,0.60990000,-0.60210000,16.4160000,0.1050000,-0.1050000,11.7150000,0.0180000,-0.0180000,15.3763000,0.0006780,-0.0006780
1,CANDIDATE,0,5.76808000000,0.00040000000,-0.00040000000,0,1.19000000,0.26000000,-0.25000000,0,0.10600000,0.02300000,-0.02200000,0,0.249000,0.050000,-0.025000,0,93.14580000,0.60990000,-0.60210000,16.4160000,0.1050000,-0.1050000,11.7150000,0.0180000,-0.0180000,15.3763000,0.0006780,-0.0006780
1,CANDIDATE,0,7.98471000000,0.00104000000,-0.00090000000,0,1.19000000,0.27000000,-0.52000000,0,0.10600000,0.02400000,-0.04600000,0,0.249000,0.050000,-0.025000,0,93.14580000,0.60990000,-0.60210000,16.4160000,0.1050000,-0.1050000,11.7150000,0.0180000,-0.0180000,15.3763000,0.0006780,-0.0006780
0,CANDIDATE,0,7.98221000000,,,0,,,,,,,,,0.326267,0.009829,-0.009829,0,93.14580000,0.60990000,-0.60210000,16.4160000,0.1050000,-0.1050000,11.7150000,0.0180000,-0.0180000,15.3763000,0.0006780,-0.0006780
1,CANDIDATE,0,5.17180000000,0.00020000000,-0.00020000000,0,0.88910000,0.05290000,-0.04430000,0,0.07932033,0.00471943,-0.00395219,0,0.954000,0.055000,-0.052000,0,279.46300000,3.65600000,-3.56400000,12.0740000,0.0490000,-0.0490000,10.6430000,0.0180000,-0.0180000,12.3060000,0.0001880,-0.0001880
1,CANDIDATE,0,5.74080000000,0.00020000000,-0.00020000000,0,1.06680000,0.05730000,-0.04440000,0,0.09517369,0.00511197,-0.00396111,0,0.760000,0.018000,-0.018000,0,264.52700000,2.28200000,-2.24300000,13.5440000,0.0920000,-0.0920000,11.1370000,0.0180000,-0.0180000,13.1907000,0.0004070,-0.0004070
1,CANDIDATE,0,29.05290000000,,,0,,,,,,,,,0.325107,0.010445,-0.010445,0,143.69700000,1.83300000,-1.78900000,17.7400000,0.2000000,-0.2000000,12.6660000,0.0260000,-0.0260000,16.3050000,0.0009660,-0.0009660
0,FALSE POSITIVE,0,25.22080000000,0.00019000000,-0.00019000000,0,65.00000000,26.00000000,-26.00000000,0,5.80000000,2.30000000,-2.30000000,0,1.410000,0.270000,-0.270000,0,537.21400000,9.84800000,-9.50700000,13.4780000,0.1490000,-0.1490000,10.5480000,0.0180000,-0.0180000,12.9184000,0.0002390,-0.0002390
1,FALSE POSITIVE,0,25.21970900000,0.00006400000,-0.00006500000,0,87.00000000,25.00000000,-43.00000000,0,7.80000000,2.20000000,-3.80000000,0,2.290000,0.300000,-0.170000,0,537.21400000,9.84800000,-9.50700000,13.4780000,0.1490000,-0.1490000,10.5480000,0.0180000,-0.0180000,12.9184000,0.0002390,-0.0002390
0,FALSE POSITIVE,0,25.20778830000,,,0,,,,,,,,,1.835540,0.107673,-0.098633,0,537.21400000,9.84800000,-9.50700000,13.4780000,0.1490000,-0.1490000,10.5480000,0.0180000,-0.0180000,12.9184000,0.0002390,-0.0002390
1,FALSE POSITIVE,0,0.87052967000,,,0,,,,,,,,,1.473660,0.110208,-0.071566,0,568.75400000,9.44700000,-9.14900000,13.5730000,0.1030000,-0.1030000,10.9070000,0.0180000,-0.0180000,13.1961000,0.0002230,-0.0002230
0,FALSE POSITIVE,0,0.87067630000,0.00000060000,-0.00000060000,0,6.52133000,0.42347900,-0.42347900,0,0.58179510,0.03778033,-0.03778033,0,1.470000,0.090000,-0.090000,0,568.75400000,9.44700000,-9.14900000,13.5730000,0.1030000,-0.1030000,10.9070000,0.0180000,-0.0180000,13.1961000,0.0002230,-0.0002230
0,FALSE POSITIVE,0,0.87077500000,0.00022300000,-0.00022300000,0,3.97000000,0.47000000,-0.47000000,0,0.35400000,0.04200000,-0.04200000,0,0.880000,0.050000,-0.050000,0,568.75400000,9.44700000,-9.14900000,13.5730000,0.1030000,-0.1030000,10.9070000,0.0180000,-0.0180000,13.1961000,0.0002230,-0.0002230
0,FALSE POSITIVE,0,0.87067300000,0.00001700000,-0.00001700000,0,21.00000000,20.00000000,-20.00000000,0,1.90000000,1.80000000,-1.80000000,0,1.740000,0.130000,-0.130000,0,568.75400000,9.44700000,-9.14900000,13.5730000,0.1030000,-0.1030000,10.9070000,0.0180000,-0.0180000,13.1961000,0.0002230,-0.0002230
0,CANDIDATE,0,1.43689647000,,,0,,,,,,,,,10.846300,,,0,753.25300000,37.43300000,-37.43300000,11.4300000,0.1570000,-0.1570000,7.7900000,0.0160000,-0.0160000,10.9553000,0.0005550,-0.0005550
1,CANDIDATE,0,1.43675600000,0.00003300000,-0.00003400000,0,110.00000000,31.00000000,-31.00000000,0,9.80000000,2.80000000,-2.80000000,0,10.910000,1.150000,-0.510000,0,753.25300000,37.43300000,-37.43300000,11.4300000,0.1570000,-0.1570000,7.7900000,0.0160000,-0.0160000,10.9553000,0.0005550,-0.0005550
0,CANDIDATE,0,59.84856600000,0.00018400000,-0.00018300000,0,10.81438298,1.15699812,-0.56645306,0,0.96000000,0.10000000,-0.05000000,0,0.983415,0.103631,-0.050435,0,245.96200000,2.92400000,-2.85600000,11.7580000,0.0450000,-0.0450000,10.2080000,0.0180000,-0.0180000,11.8211000,0.0003000,-0.0003000
0,CANDIDATE,0,59.84739922100,0.00119642160,-0.00119642160,0,11.75567728,0.61249990,-0.61249990,0,1.04877309,0.05464368,-0.05464368,0,1.092150,0.051708,-0.051708,0,245.96200000,2.92400000,-2.85600000,11.7580000,0.0450000,-0.0450000,10.2080000,0.0180000,-0.0180000,11.8211000,0.0003000,-0.0003000
1,CANDIDATE,0,59.84871000000,0.00016000000,-0.00016000000,0,12.00000000,1.35000000,-0.34000000,0,1.10000000,0.12000000,-0.03000000,0,1.067000,0.117000,-0.017000,0,245.96200000,2.92400000,-2.85600000,11.7580000,0.0450000,-0.0450000,10.2080000,0.0180000,-0.0180000,11.8211000,0.0003000,-0.0003000
1,CANDIDATE,0,11.37600000000,0.00150000000,-0.00130000000,0,2.03000000,0.21000000,-0.33000000,0,0.18100000,0.01900000,-0.02900000,0,0.636000,0.055000,-0.067000,0,220.32700000,1.23000000,-1.23000000,14.2220000,0.0920000,-0.0920000,11.2200000,0.0200000,-0.0200000,13.8910000,0.0002580,-0.0002580
0,CANDIDATE,0,11.37698000000,0.00120000000,-0.00086000000,0,,,,,,,,,0.640000,0.060000,-0.060000,0,220.32700000,1.23000000,-1.23000000,14.2220000,0.0920000,-0.0920000,11.2200000,0.0200000,-0.0200000,13.8910000,0.0002580,-0.0002580
1,FALSE POSITIVE,0,29.12555000000,0.00034000000,-0.00034000000,0,205.00000000,67.00000000,-67.00000000,0,18.30000000,6.00000000,-6.00000000,0,3.900000,2.700000,-2.700000,0,402.78800000,5.78100000,-5.62300000,13.9140000,0.1030000,-0.1030000,11.0770000,0.0190000,-0.0190000,13.5150000,0.0003280,-0.0003280
1,CANDIDATE,0,0.89250000000,0.00013000000,-0.00013000000,0,2.70000000,1.70000000,-2.30000000,0,0.24000000,0.15000000,-0.21000000,0,2.000000,1.300000,-1.700000,0,,,,14.1961000,0.0479000,-0.0479000,11.1680000,0.0180000,-0.0180000,13.8826000,0.0043520,-0.0043520
0,CANDIDATE,0,14.75820000000,0.00140000000,-0.00120000000,0,,,,,,,,,0.700000,1.900000,-1.900000,0,214.80000000,,,14.0340000,0.2060000,-0.2060000,11.1130000,0.0210000,-0.0210000,13.6807000,0.0006220,-0.0006220
1,CANDIDATE,0,14.76190000000,0.00140000000,-0.00140000000,0,2.11000000,0.16000000,-5.40000000,0,0.18800000,0.01400000,-0.48000000,0,0.735000,0.045000,-1.884000,0,214.80000000,,,14.0340000,0.2060000,-0.2060000,11.1130000,0.0210000,-0.0210000,13.6807000,0.0006220,-0.0006220
1,FALSE POSITIVE,0,0.51110000000,,,0,,,,,,,,,0.214796,0.006416,-0.006416,0,33.18570000,0.09920000,-0.09870000,16.2800000,0.2000000,-0.2000000,10.5560000,0.0180000,-0.0180000,14.6850000,0.0007850,-0.0007850
1,CANDIDATE,0,0.70416550000,,,0,,,,,,,,,9.318900,,,0,1740.92000000,159.74000000,-135.79000000,13.1460000,0.0690000,-0.0690000,10.0650000,0.0180000,-0.0180000,12.8221000,0.0002300,-0.0002300
1,CANDIDATE,0,1.93426000000,0.00016000000,-0.00015000000,0,1.64000000,0.24000000,-0.99000000,0,0.14600000,0.02100000,-0.08800000,0,0.928000,0.073000,-0.042000,0,327.98400000,3.10200000,-3.04600000,13.4590000,0.1140000,-0.1140000,11.2480000,0.0220000,-0.0220000,13.2730000,0.0002870,-0.0002870
1,CANDIDATE,0,3.43827000000,0.00016000000,-0.00017000000,0,1.98000000,0.23000000,-0.31000000,0,0.17700000,0.02100000,-0.02800000,0,0.928000,0.073000,-0.042000,0,327.98400000,3.10200000,-3.04600000,13.4590000,0.1140000,-0.1140000,11.2480000,0.0220000,-0.0220000,13.2730000,0.0002870,-0.0002870
1,CANDIDATE,0,18.03895153000,,,0,,,,,,,,,0.886190,0.054427,-0.056005,0,252.98500000,2.62200000,-2.57000000,13.1460000,0.0920000,-0.0920000,10.7180000,0.0160000,-0.0160000,12.9307000,0.0008720,-0.0008720
1,CANDIDATE,0,2.41040731000,,,0,,,,,,,,,1.925380,0.099704,-0.096894,0,565.53700000,15.82800000,-15.00300000,12.2610000,0.0570000,-0.0570000,10.5740000,0.0210000,-0.0210000,12.0624000,0.0002420,-0.0002420
0,CANDIDATE,0,2.41027100000,0.00001500000,-0.00001500000,0,17.30000000,5.40000000,-5.40000000,0,1.54000000,0.48000000,-0.48000000,0,1.510000,0.370000,-0.370000,0,565.53700000,15.82800000,-15.00300000,12.2610000,0.0570000,-0.0570000,10.5740000,0.0210000,-0.0210000,12.0624000,0.0002420,-0.0002420
1,CANDIDATE,0,1.68658840000,,,0,,,,,,,,,2.937480,0.152376,-0.136347,0,257.52800000,3.52900000,-3.43700000,9.4270000,0.0040000,-0.0040000,7.9250000,0.0210000,-0.0210000,9.3081900,0.0006550,-0.0006550
1,CANDIDATE,0,8.40440000000,0.00150000000,-0.00240000000,0,1.24000000,0.27000000,-0.58000000,0,0.11100000,0.02400000,-0.05200000,0,0.307000,0.057000,-0.102000,0,93.11230000,0.62770000,-0.61950000,15.9600000,0.2000000,-0.2000000,11.3980000,0.0230000,-0.0230000,14.9129000,0.0005250,-0.0005250
1,CANDIDATE,0,1.18292660000,0.00000130000,-0.00000140000,0,29.00000000,7.50000000,-14.00000000,0,2.60000000,0.67000000,-1.20000000,0,1.510000,0.390000,-0.730000,0,283.55500000,,,11.4840000,0.0170000,-0.0170000,9.8020000,0.0180000,-0.0180000,11.3123000,0.0006750,-0.0006750
1,CANDIDATE,0,20.59490000000,0.00220000000,-0.00100000000,0,1.50970000,0.07410000,-0.07900000,0,0.13468664,0.00661077,-0.00704792,0,1.059000,0.018000,-0.017000,0,227.12400000,2.69200000,-2.63200000,11.4670000,0.0230000,-0.0230000,9.9050000,0.0200000,-0.0200000,11.3102000,0.0005430,-0.0005430
