default_flag,disposition,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
0,CONFIRMED,1,41.68864400000,0.00335300000,-0.00341900000,0,2.35545351,0.30999992,-0.16677291,0,0.21013949,0.02765634,-0.01487848,0,0.956122,0.098585,-0.054675,0,179.46100000,1.25700000,-1.24000000,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000,10.8644000,0.0002490,-0.0002490
0,CONFIRMED,1,41.68550000000,0.00300000000,-0.00310000000,0,2.23000000,0.14000000,-0.11000000,0,0.19894727,0.01248996,-0.00981354,0,0.928000,0.055000,-0.040000,0,179.46100000,1.25700000,-1.24000000,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000,10.8644000,0.0002490,-0.0002490
1,CONFIRMED,1,41.68550000000,0.00300000000,-0.00300000000,0,2.57807000,0.11209000,-0.11209000,0,0.23000000,0.01000000,-0.01000000,0,1.080000,0.060000,-0.060000,0,179.46100000,1.25700000,-1.24000000,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000,10.8644000,0.0002490,-0.0002490
1,CANDIDATE,0,2.30183000000,0.00028000000,-0.00030000000,0,1.12000000,0.11000000,-0.08000000,0,0.09990000,0.00980000,-0.00700000,0,0.762602,0.053651,-0.037585,0,97.17950000,0.46420000,-0.45980000,11.7270000,0.0460000,-0.0460000,9.2200000,0.0190000,-0.0190000,11.3995000,0.0013070,-0.0013070
0,CANDIDATE,0,2.30236800000,0.00010500000,-0.00010300000,0,1.31258765,0.52417700,-0.12081424,0,0.12000000,0.05000000,-0.01000000,0,0.710995,0.018609,-0.020398,0,97.17950000,0.46420000,-0.45980000,11.7270000,0.0460000,-0.0460000,9.2200000,0.0190000,-0.0190000,11.3995000,0.0013070,-0.0013070
1,CANDIDATE,0,1.19474880000,,,0,4.19000000,,,0,0.37380676,,,0,0.570000,,,0,290.06200000,18.35600000,-16.32500000,19.2100000,0.2000000,-0.2000000,14.2300000,0.0700000,-0.0700000,17.8892000,0.0016620,-0.0016620
0,CANDIDATE,0,6.17836900000,0.00019500000,-0.00017200000,0,9.91257877,0.52940607,-0.36218238,0,0.88000000,0.05000000,-0.03000000,0,0.789478,0.025322,-0.017327,0,117.70400000,0.77800000,-0.76700000,11.7330000,0.0460000,-0.0460000,9.4300000,0.0210000,-0.0210000,11.4806000,0.0004780,-0.0004780
1,CANDIDATE,0,6.17887000000,0.00007000000,-0.00007000000,0,8.84000000,0.14000000,-0.13000000,0,0.78900000,0.01200000,-0.01200000,0,0.849432,0.053904,-0.052076,0,117.70400000,0.77800000,-0.76700000,11.7330000,0.0460000,-0.0460000,9.4300000,0.0210000,-0.0210000,11.4806000,0.0004780,-0.0004780
1,CANDIDATE,0,1.17589000000,0.00010000000,-0.00010000000,0,0.86000000,0.18000000,-0.26000000,0,0.07700000,0.01600000,-0.02300000,0,0.309000,0.057000,-0.070000,0,166.58440000,,,16.6400000,0.2000000,-0.2000000,11.3970000,0.0230000,-0.0230000,,,
1,CANDIDATE,0,10.69660000000,0.00200000000,-0.00210000000,0,1.45000000,0.18000000,-0.36000000,0,0.12900000,0.01600000,-0.03200000,0,0.588000,0.041000,-0.015000,0,212.29100000,1.40800000,-1.39000000,14.3460000,0.1830000,-0.1830000,11.4300000,0.0230000,-0.0230000,13.9562000,0.0005350,-0.0005350
1,CANDIDATE,0,1.53741150000,0.00000620000,-0.00000610000,0,45.00000000,12.00000000,-17.00000000,0,4.00000000,1.10000000,-1.50000000,0,1.599000,0.047000,-0.044000,0,666.23000000,22.91700000,-21.46700000,12.3820000,0.0920000,-0.0920000,10.7970000,0.0240000,-0.0240000,12.0464000,0.0012900,-0.0012900
1,CANDIDATE,0,2.71189000000,0.00068000000,-0.00056000000,0,4.34000000,0.43000000,-0.35000000,0,0.38700000,0.03800000,-0.03100000,0,3.167450,0.174094,-0.203167,0,1032.42000000,45.09000000,-41.54300000,11.4610000,0.0160000,-0.0160000,10.7770000,0.0230000,-0.0230000,11.8357000,0.0003380,-0.0003380
1,CANDIDATE,2,18.10549000000,0.01008300000,-0.01289700000,0,2.09985108,0.30569846,-0.20056538,0,0.19000000,0.03000000,-0.02000000,0,1.224685,0.116310,-0.071545,0,266.86400000,3.51600000,-3.42800000,10.9710000,0.0120000,-0.0120000,9.5910000,0.0210000,-0.0210000,10.7424000,0.0004050,-0.0004050
1,CONFIRMED,1,6.79870000000,0.00010000000,-0.00010000000,0,1.04700000,0.27600000,-0.25700000,0,0.09340708,0.02462307,-0.02292800,0,0.282000,0.074000,-0.069000,0,,,,17.6984000,0.0471000,-0.0471000,12.6190000,0.0270000,-0.0270000,16.4386000,0.0072830,-0.0072830
1,CANDIDATE,0,79.99990000000,0.00980000000,-0.00980000000,0,10.20000000,2.10000000,-2.10000000,0,0.91000000,0.19000000,-0.19000000,0,0.508000,0.098000,-0.098000,0,333.46000000,7.57900000,-7.25500000,14.2580000,0.1490000,-0.1490000,11.6040000,0.0230000,-0.0230000,13.9651000,0.0004010,-0.0004010
1,CANDIDATE,0,,,,,30.00000000,8.30000000,-10.60000000,0,3.00000000,0.74000000,-0.94600000,0,0.707000,0.050000,-0.050000,0,333.46000000,7.57900000,-7.25500000,14.2580000,0.1490000,-0.1490000,11.6040000,0.0230000,-0.0230000,13.9651000,0.0004010,-0.0004010
1,CANDIDATE,0,17.77297000000,0.00009000000,-0.00009000000,0,26.44000000,0.65000000,-0.65000000,0,2.35900000,0.05800000,-0.05800000,0,1.254280,0.066004,-0.055051,0,601.26500000,9.08800000,-8.82700000,13.3270000,0.0800000,-0.0800000,11.6500000,0.0190000,-0.0190000,13.0873000,0.0005210,-0.0005210
1,CANDIDATE,0,0.99656225000,,,0,32.80000000,,,0,2.92622000,,,0,0.500000,,,0,335.63200000,6.70250000,-6.70250000,16.2260000,0.2860000,-0.2860000,12.3350000,0.0270000,-0.0270000,15.4518000,0.0010970,-0.0010970
0,CANDIDATE,0,14.91238100000,,,0,3.55000000,,,0,0.31670979,,,0,0.650000,,,0,360.10300000,5.72500000,-5.55200000,15.5370000,0.0460000,-0.0460000,12.4240000,0.0270000,-0.0270000,15.0437000,0.0002890,-0.0002890
1,CANDIDATE,0,14.91390000000,0.00180000000,-0.00200000000,0,3.24000000,0.33000000,-0.56000000,0,0.28900000,0.02900000,-0.05000000,0,0.647000,0.038000,-0.024000,0,360.10300000,5.72500000,-5.55200000,15.5370000,0.0460000,-0.0460000,12.4240000,0.0270000,-0.0270000,15.0437000,0.0002890,-0.0002890
1,CANDIDATE,0,0.57303573000,,,0,3.35000000,,,0,0.29886698,,,0,0.430000,,,0,1138.64000000,340.67000000,-221.63700000,18.7800000,0.2000000,-0.2000000,15.1550000,0.1590000,-0.1590000,18.0887000,0.0021480,-0.0021480
1,CONFIRMED,1,28.16560000000,0.00270000000,-0.00280000000,0,1.87000000,0.20000000,-0.45000000,0,0.16683023,0.01784280,-0.04014631,0,,,,,159.25900000,1.41400000,-1.39000000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010
0,CONFIRMED,1,28.16960000000,0.00380000000,-0.00430000000,0,2.20000000,0.54000000,-0.30000000,0,0.20000000,0.04800000,-0.03000000,0,0.374000,0.089000,-0.035000,0,159.25900000,1.41400000,-1.39000000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010
1,CANDIDATE,1,7.90417000000,0.00091000000,-0.00148000000,0,2.06000000,0.53000000,-0.56000000,0,0.18400000,0.04700000,-0.05000000,0,0.374000,0.089000,-0.035000,0,159.25900000,1.41400000,-1.39000000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010
0,CANDIDATE,1,7.90696060000,,,0,3.02000000,,,0,0.26942635,,,0,0.520000,,,0,159.25900000,1.41400000,-1.39000000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010
1,CANDIDATE,0,1.08296140000,,,0,1.56000000,,,0,0.13917388,,,0,0.560000,,,0,299.40600000,4.52800000,-4.39800000,15.6570000,0.3550000,-0.3550000,12.2820000,0.0240000,-0.0240000,15.1848000,0.0006760,-0.0006760
1,CANDIDATE,0,0.90565500000,0.00004900000,-0.00005000000,0,1.57000000,0.16000000,-0.26000000,0,0.14000000,0.01400000,-0.02300000,0,0.576000,0.040000,-0.028000,0,190.07500000,1.55500000,-1.55500000,15.7310000,0.4460000,-0.4460000,11.7350000,0.0260000,-0.0260000,14.9247000,0.0005310,-0.0005310
0,CANDIDATE,0,0.90552205000,,,0,1.52000000,,,0,0.13560532,,,0,0.500000,,,0,190.07500000,1.55500000,-1.55500000,15.7310000,0.4460000,-0.4460000,11.7350000,0.0260000,-0.0260000,14.9247000,0.0005310,-0.0005310
0,CANDIDATE,0,2.75411290000,,,0,4.87000000,,,0,0.43447230,,,0,0.550000,,,0,793.13100000,108.24000000,-85.59500000,17.3749000,0.0461000,-0.0461000,13.7480000,0.0570000,-0.0570000,16.7664000,0.0007610,-0.0007610
1,CANDIDATE,0,2.75421000000,0.00012000000,-0.00012000000,0,8.40000000,1.20000000,-6.80000000,0,0.75000000,0.11000000,-0.61000000,0,0.890000,0.063000,-0.010000,0,793.13100000,108.24000000,-85.59500000,17.3749000,0.0461000,-0.0461000,13.7480000,0.0570000,-0.0570000,16.7664000,0.0007610,-0.0007610
0,CANDIDATE,0,2.75391000000,0.00015000000,-0.00015000000,0,3.78000000,0.68000000,-0.68000000,0,0.33700000,0.06100000,-0.06100000,0,0.436000,0.027000,-0.027000,0,793.13100000,108.24000000,-85.59500000,17.3749000,0.0461000,-0.0461000,13.7480000,0.0570000,-0.0570000,16.7664000,0.0007610,-0.0007610
1,FALSE POSITIVE,0,50.28586900000,,,0,3.47000000,,,0,0.30957266,,,0,0.740000,,,0,829.24800000,29.07950000,-29.07950000,11.6680000,0.0330000,-0.0330000,9.3680000,0.0230000,-0.0230000,11.5044000,0.0006060,-0.0006060
0,FALSE POSITIVE,0,50.27762000000,0.00785000000,-0.00785000000,0,209.52000000,99.23000000,-99.23000000,0,18.69200000,8.85300000,-8.85300000,0,10.960000,0.820000,-0.930000,0,829.24800000,29.07950000,-29.07950000,11.6680000,0.0330000,-0.0330000,9.3680000,0.0230000,-0.0230000,11.5044000,0.0006060,-0.0006060
1,CANDIDATE,0,10.50439000000,0.00059000000,-0.00061000000,0,1.75000000,0.15000000,-0.43000000,0,0.15600000,0.01300000,-0.03800000,0,0.878000,0.018000,-0.020000,0,84.94700000,0.37210000,-0.36900000,9.9960000,0.0050000,-0.0050000,8.1660000,,,9.7827100,0.0008590,-0.0008590
1,CANDIDATE,0,1.68420800000,0.00002400000,-0.00002400000,0,5.51000000,0.67000000,-0.90000000,0,0.49200000,0.06000000,-0.08000000,0,0.431000,0.051000,-0.069000,0,325.63600000,9.18050000,-9.18050000,16.8090000,0.4230000,-0.4230000,12.9410000,0.0300000,-0.0300000,16.2552000,0.0017040,-0.0017040
1,CANDIDATE,0,0.21220130000,0.00000230000,-0.00000180000,0,0.51900000,0.04600000,-0.12300000,0,0.04630000,0.00410000,-0.01100000,0,0.188000,0.010000,-0.004000,0,71.89370000,0.24920000,-0.24750000,14.8980000,0.0250000,-0.0250000,10.3570000,0.0210000,-0.0210000,13.8198000,0.0005570,-0.0005570
0,CANDIDATE,0,0.21219899000,,,0,1.05000000,,,0,0.09367473,,,0,0.370000,,,0,71.89370000,0.24920000,-0.24750000,14.8980000,0.0250000,-0.0250000,10.3570000,0.0210000,-0.0210000,13.8198000,0.0005570,-0.0005570
0,CANDIDATE,0,0.21219400000,0.00002600000,-0.00002600000,0,0.77000000,0.18000000,-0.18000000,0,0.06900000,0.01600000,-0.01600000,0,0.260000,0.050000,-0.050000,0,71.89370000,0.24920000,-0.24750000,14.8980000,0.0250000,-0.0250000,10.3570000,0.0210000,-0.0210000,13.8198000,0.0005570,-0.0005570
0,CANDIDATE,0,1.57786430000,,,0,7.55000000,,,0,0.67356588,,,0,0.730000,,,0,290.88300000,4.20300000,-4.08600000,12.6050000,0.1260000,-0.1260000,10.4010000,0.0230000,-0.0230000,12.2983000,0.0033370,-0.0033370
1,CANDIDATE,0,1.57771549000,,,0,,,,,,,,,1.155850,0.065907,-0.089747,0,290.88300000,4.20300000,-4.08600000,12.6050000,0.1260000,-0.1260000,10.4010000,0.0230000,-0.0230000,12.2983000,0.0033370,-0.0033370
1,CANDIDATE,0,1.57771549000,,,0,,,,,,,,,2.567520,0.111879,-0.093196,0,307.78400000,6.02500000,-5.80100000,9.1200000,0.0300000,-0.0300000,8.4380000,0.0230000,-0.0230000,9.0828000,0.0002670,-0.0002670
1,CANDIDATE,0,13.01130000000,0.00520000000,-0.00422000000,0,2.43000000,0.25000000,-0.24000000,0,0.21700000,0.02200000,-0.02100000,0,0.880221,,,0,501.25700000,8.49000000,-8.21600000,14.0030000,0.1490000,-0.1490000,12.1940000,0.0270000,-0.0270000,13.8764000,0.0001920,-0.0001920
1,CANDIDATE,0,40.70206194000,,,0,,,,,,,,,0.572892,0.017217,-0.017217,0,118.95900000,0.51700000,-0.51200000,14.4180000,0.0500000,-0.0500000,10.5910000,0.0250000,-0.0250000,13.6506000,0.0003210,-0.0003210
1,CANDIDATE,0,21.20473900000,0.00534800000,-0.00552300000,0,9.11013939,1.16378405,-0.95135653,0,0.81000000,0.10000000,-0.08000000,0,1.761722,0.212777,-0.170800,0,573.99100000,20.31400000,-20.31400000,11.9650000,0.1030000,-0.1030000,9.8000000,0.0210000,-0.0210000,11.7673000,0.0004310,-0.0004310
0,FALSE POSITIVE,0,2.51933400000,0.00003500000,-0.00003500000,0,3.91000000,0.85000000,-0.85000000,0,0.34900000,0.07600000,-0.07600000,0,1.450000,0.250000,-0.250000,0,476.88400000,,,12.2930000,0.0800000,-0.0800000,10.8900000,0.0260000,-0.0260000,12.1049000,0.0004240,-0.0004240
0,FALSE POSITIVE,0,2.51940390000,0.00002020000,-0.00002020000,0,7.65729000,,,0,0.68313883,,,0,1.760000,,,0,476.88400000,,,12.2930000,0.0800000,-0.0800000,10.8900000,0.0260000,-0.0260000,12.1049000,0.0004240,-0.0004240
1,FALSE POSITIVE,0,2.51938600000,0.00001400000,-0.00001400000,0,19.60000000,5.10000000,-8.70000000,0,1.75000000,0.45000000,-0.78000000,0,2.030000,0.178000,-0.068000,0,476.88400000,,,12.2930000,0.0800000,-0.0800000,10.8900000,0.0260000,-0.0260000,12.1049000,0.0004240,-0.0004240
0,FALSE POSITIVE,0,2.51881781000,,,0,,,,,,,,,1.762770,,,0,476.88400000,,,12.2930000,0.0800000,-0.0800000,10.8900000,0.0260000,-0.0260000,12.1049000,0.0004240,-0.0004240
0,FALSE POSITIVE,0,2.51940780000,,,0,7.99000000,,,0,0.71282006,,,0,1.720000,,,0,476.88400000,,,12.2930000,0.0800000,-0.0800000,10.8900000,0.0260000,-0.0260000,12.1049000,0.0004240,-0.0004240
0,CANDIDATE,0,13.38362900000,0.00076000000,-0.00072700000,0,2.87289326,0.19065085,-0.14348337,0,0.26000000,0.02000000,-0.01000000,0,0.815235,0.026738,-0.017747,0,194.19500000,3.66600000,-3.53500000,13.0020000,0.0800000,-0.0800000,10.7080000,0.0210000,-0.0210000,12.6813000,0.0001460,-0.0001460
1,CANDIDATE,0,13.38382000000,0.00116000000,-0.00114000000,0,2.70000000,0.17000000,-0.10000000,0,0.24000000,0.01500000,-0.00900000,0,0.659730,0.034864,-0.034925,0,194.19500000,3.66600000,-3.53500000,13.0020000,0.0800000,-0.0800000,10.7080000,0.0210000,-0.0210000,12.6813000,0.0001460,-0.0001460
1,CANDIDATE,0,11.89510000000,0.00140000000,-0.00170000000,0,,,,,,,,,0.680000,0.070000,-0.060000,0,449.79000000,8.34300000,-8.05000000,12.7880000,0.0570000,-0.0570000,11.2710000,0.0300000,-0.0300000,12.6270000,0.0002030,-0.0002030
1,CANDIDATE,0,40.14010000000,0.00120000000,-0.00120000000,0,20.80000000,7.40000000,-10.00000000,0,1.86000000,0.66000000,-0.90000000,0,0.716000,0.131000,-0.025000,0,342.59600000,5.90100000,-5.90100000,16.1530000,0.2970000,-0.2970000,12.5670000,0.0300000,-0.0300000,15.5853000,0.0009490,-0.0009490
1,CANDIDATE,0,7.44330000000,0.00110000000,-0.00120000000,0,2.73000000,0.47000000,-2.33000000,0,0.24400000,0.04200000,-0.20800000,0,0.724000,0.053000,-0.041000,0,328.87100000,4.63500000,-4.51100000,15.3740000,0.2290000,-0.2290000,12.1650000,0.0240000,-0.0240000,14.9430000,0.0005480,-0.0005480
1,CANDIDATE,0,2.63800000000,0.00030000000,-0.00029000000,0,2.91000000,0.40000000,-0.33000000,0,0.26000000,0.04000000,-0.02900000,0,,,,,,,,14.8720000,0.1950000,-0.1950000,11.3900000,0.0290000,-0.0290000,14.4164000,0.0050140,-0.0050140
1,CANDIDATE,0,27.47083000000,0.01089000000,-0.01286000000,0,3.36000000,0.26000000,-0.18000000,0,0.30000000,0.02300000,-0.01600000,0,0.749863,0.038988,-0.068500,0,273.77300000,6.33000000,-6.05600000,13.6870000,0.1030000,-0.1030000,11.2820000,0.0260000,-0.0260000,13.3313000,0.0005100,-0.0005100
1,CANDIDATE,0,2.82681210000,,,0,40.10000000,,,0,3.57748238,,,0,0.980000,,,0,649.66600000,21.42100000,-20.11900000,12.1370000,0.0570000,-0.0570000,10.3990000,0.0240000,-0.0240000,11.8038000,0.0009920,-0.0009920
1,CONFIRMED,1,0.72091000000,0.00014000000,-0.00014000000,0,1.50000000,0.20000000,-0.20000000,0,0.13382127,0.01784284,-0.01784284,0,0.940000,0.090000,-0.090000,0,706.39100000,16.79000000,-16.79000000,14.3210000,0.1720000,-0.1720000,12.5810000,0.0290000,-0.0290000,14.1470000,0.0002080,-0.0002080
1,CANDIDATE,0,4.44044000000,0.00037000000,-0.00038000000,0,1.32000000,0.15000000,-0.33000000,0,0.11800000,0.01300000,-0.02900000,0,1.053000,0.081000,-0.088000,0,243.08400000,3.03700000,-2.96500000,11.8380000,0.1030000,-0.1030000,10.4840000,0.0530000,-0.0530000,11.9904000,0.0008640,-0.0008640
0,CANDIDATE,0,4.44164210000,,,0,1.17000000,,,0,0.10438041,,,0,0.900000,,,0,243.08400000,3.03700000,-2.96500000,11.8380000,0.1030000,-0.1030000,10.4840000,0.0530000,-0.0530000,11.9904000,0.0008640,-0.0008640
0,CANDIDATE,0,4.44125800000,0.00087800000,-0.00094200000,0,1.12422498,0.84568044,-0.12860819,0,0.10000000,0.08000000,-0.01000000,0,0.833852,0.050419,-0.030962,0,243.08400000,3.03700000,-2.96500000,11.8380000,0.1030000,-0.1030000,10.4840000,0.0530000,-0.0530000,11.9904000,0.0008640,-0.0008640
1,CANDIDATE,0,11.20381000000,0.00055000000,-0.00055000000,0,2.18000000,0.33000000,-0.60000000,0,0.19400000,0.02900000,-0.05000000,0,1.100000,0.140000,-0.250000,0,325.84900000,5.54200000,-5.36200000,12.2380000,0.0460000,-0.0460000,10.4960000,0.0230000,-0.0230000,11.8803000,0.0004040,-0.0004040
1,CANDIDATE,0,8.00687500000,0.00137100000,-0.00131400000,0,2.38400000,0.21000000,-0.18900000,0,0.21268660,0.01873498,-0.01686148,0,0.846000,0.056000,-0.051000,0,511.58100000,7.71800000,-7.71800000,14.2850000,0.1720000,-0.1720000,12.2830000,0.0230000,-0.0230000,13.9771000,0.0002690,-0.0002690
1,CANDIDATE,0,3.36431150000,,,0,85.60000000,,,0,7.63672049,,,0,1.320000,,,0,147.35200000,1.18900000,-1.17000000,8.4500000,0.0300000,-0.0300000,7.2110000,0.0230000,-0.0230000,8.3203300,0.0008660,-0.0008660
1,CONFIRMED,1,2.13174000000,0.00022000000,-0.00022000000,0,0.69200000,0.05900000,-0.04800000,0,0.06173610,0.00526363,-0.00428227,0,,,,,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
0,CANDIDATE,1,13.83781400000,,,0,1.96000000,,,0,0.17485949,,,0,0.700000,,,0,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
1,CANDIDATE,1,13.83940000000,0.00300000000,-0.00290000000,0,1.29000000,0.11000000,-0.17000000,0,0.11500000,0.00980000,-0.01500000,0,0.554000,0.016000,-0.023000,0,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
1,CANDIDATE,1,7.79983000000,0.00075000000,-0.00073000000,0,1.37000000,0.15000000,-0.44000000,0,0.12200000,0.01300000,-0.03900000,0,0.554000,0.016000,-0.023000,0,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
0,CANDIDATE,1,7.79915860000,,,0,1.57000000,,,0,0.14006602,,,0,0.700000,,,0,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
1,CANDIDATE,1,3.88300000000,0.00032000000,-0.00032000000,0,1.06000000,0.09500000,-0.15300000,0,0.09456703,0.00847535,-0.01364977,0,0.554000,0.016000,-0.023000,0,253.02600000,1.66400000,-1.66400000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
0,CANDIDATE,0,2.33309820000,,,0,5.48000000,,,0,0.48889285,,,0,0.500000,,,0,166.35600000,6.26300000,-5.83100000,18.9600000,0.2000000,-0.2000000,13.3620000,0.0450000,-0.0450000,17.4548000,0.0018130,-0.0018130
0,CANDIDATE,0,2.33293000000,0.00014000000,-0.00014000000,0,3.20000000,5.20000000,-5.20000000,0,0.29000000,0.46000000,-0.46000000,0,0.224000,0.025000,-0.025000,0,166.35600000,6.26300000,-5.83100000,18.9600000,0.2000000,-0.2000000,13.3620000,0.0450000,-0.0450000,17.4548000,0.0018130,-0.0018130
1,CANDIDATE,0,2.33312300000,0.00010600000,-0.00009600000,0,2.95000000,0.65000000,-3.02000000,0,0.26300000,0.05800000,-0.26900000,0,0.224000,0.026000,-0.025000,0,166.35600000,6.26300000,-5.83100000,18.9600000,0.2000000,-0.2000000,13.3620000,0.0450000,-0.0450000,17.4548000,0.0018130,-0.0018130
1,CANDIDATE,0,20.20730000000,0.00290000000,-0.00270000000,0,2.12000000,0.29000000,-0.37000000,0,0.18900000,0.02600000,-0.03300000,0,0.762400,0.081100,-0.007400,0,345.00000000,3.85400000,-3.85400000,14.1480000,0.1260000,-0.1260000,11.7180000,0.0260000,-0.0260000,13.8304000,0.0004100,-0.0004100
1,CANDIDATE,0,36.70990000000,0.01240000000,-0.01260000000,0,,,,,,,,,5.338710,,,0,792.41000000,33.16850000,-33.16850000,11.4960000,0.0370000,-0.0370000,9.2700010,0.0210000,-0.0210000,11.2468000,0.0011000,-0.0011000
0,CANDIDATE,0,36.76233700000,,,0,3.44000000,,,0,0.30689624,,,0,0.750000,,,0,792.41000000,33.16850000,-33.16850000,11.4960000,0.0370000,-0.0370000,9.2700010,0.0210000,-0.0210000,11.2468000,0.0011000,-0.0011000
1,CANDIDATE,0,19.56579900000,0.00358400000,-0.00378800000,0,6.41200000,1.26700000,-0.96000000,0,0.57204131,0.11303436,-0.08564561,0,0.854000,0.139000,-0.119000,0,,,,,,,15.2230000,0.1840000,-0.1840000,,,
1,CANDIDATE,0,6.39916000000,0.00074000000,-0.00073000000,0,1.48000000,0.12000000,-0.24000000,0,0.13200000,0.01100000,-0.02100000,0,0.700600,0.004500,-0.030000,0,333.83800000,2.85000000,-2.80300000,13.9780000,0.1600000,-0.1600000,11.7110000,0.0250000,-0.0250000,13.4754000,0.0003310,-0.0003310
0,CANDIDATE,0,6.39913980000,,,0,1.85000000,,,0,0.16504595,,,0,0.800000,,,0,333.83800000,2.85000000,-2.80300000,13.9780000,0.1600000,-0.1600000,11.7110000,0.0250000,-0.0250000,13.4754000,0.0003310,-0.0003310
1,CANDIDATE,0,2.72273204000,,,0,,,,,,,,,2.859760,0.105209,-0.091977,0,262.83300000,4.95400000,-4.77700000,8.1620000,0.0030000,-0.0030000,7.4880000,0.0230000,-0.0230000,8.1841700,0.0015880,-0.0015880
1,CANDIDATE,0,15.69514200000,0.00156900000,-0.00171500000,0,2.02800000,0.19500000,-0.16800000,0,0.18092635,0.01739676,-0.01498798,0,0.625000,0.047000,-0.043000,0,197.43800000,1.01400000,-1.00500000,14.2630000,0.0800000,-0.0800000,11.2260000,0.0250000,-0.0250000,13.7783000,0.0002920,-0.0002920
1,CANDIDATE,0,2.48038000000,0.00028000000,-0.00031000000,0,1.44000000,0.30000000,-1.27000000,0,0.12800000,0.03000000,-0.11300000,0,1.270000,0.200000,-0.120000,0,415.74200000,8.12000000,-7.82000000,12.1580000,0.0800000,-0.0800000,10.7080000,0.0230000,-0.0230000,11.9456000,0.0003560,-0.0003560
0,CANDIDATE,0,1.96685790000,,,0,1.51000000,,,0,0.13471318,,,0,0.770000,,,0,410.98400000,8.13700000,-7.83300000,14.3840000,0.0570000,-0.0570000,11.9510000,0.0230000,-0.0230000,13.8303000,0.0003240,-0.0003240
1,CANDIDATE,0,1.96712000000,0.00017000000,-0.00017000000,0,1.73000000,0.36000000,-1.94000000,0,0.15400000,0.03200000,-0.17300000,0,0.826000,0.074000,-0.033000,0,410.98400000,8.13700000,-7.83300000,14.3840000,0.0570000,-0.0570000,11.9510000,0.0230000,-0.0230000,13.8303000,0.0003240,-0.0003240
1,FALSE POSITIVE,0,,,,,,,,,,,,,0.520000,0.080000,-0.010000,0,527.64100000,12.13750000,-12.13750000,15.4840000,0.0920000,-0.0920000,12.4310000,0.0300000,-0.0300000,15.0199000,0.0012990,-0.0012990
1,CANDIDATE,0,12.72674300000,,,0,1.91000000,,,0,0.17039879,,,0,0.730000,,,0,393.61200000,5.41900000,-5.41900000,14.8820000,0.1140000,-0.1140000,12.2010000,0.0290000,-0.0290000,14.3001000,0.0002860,-0.0002860
1,CANDIDATE,0,13.23590000000,0.00300000000,-0.00310000000,0,2.09000000,0.23000000,-0.48000000,0,0.18600000,0.02100000,-0.04300000,0,0.924000,0.033000,-0.050000,0,690.85800000,21.12450000,-21.12450000,14.3770000,0.2970000,-0.2970000,12.6580000,0.0270000,-0.0270000,14.0478000,0.0003120,-0.0003120
1,CANDIDATE,0,0.18746328000,,,0,217.00000000,,,0,19.35944330,,,0,17.270000,,,0,141.16600000,2.52100000,-2.43600000,17.1899000,0.0459000,-0.0459000,,,,17.1671000,0.0016970,-0.0016970
0,CANDIDATE,0,8.63826310000,,,0,8.53000000,,,0,0.76099563,,,0,0.500000,,,0,1338.23000000,200.26500000,-200.26500000,17.4584000,0.0464000,-0.0464000,14.0840000,0.0730000,-0.0730000,16.8969000,0.0011240,-0.0011240
